maintenance_id,service_id,equipment_id,equipment_type,equipment_model_class,site_id,maintenance_date,maintenance_type,priority,operating_hours,component,failure_mode,reported_symptom,probable_cause,work_performed,parts_materials,technician_id,labor_hours,downtime_hours,material_cost,labor_cost,total_cost,status
MR-00496,SR-00496,EQ-0091,Hydraulic Excavator,20T Class Excavator,SITE-02,2025-08-03,Corrective,Medium,6175,Pilot Valve,Restricted flow,boom movement slow under load,worn pump components,checked pressure and flow at operating temperature,Return filter element,TECH-0053,7.05,2.75,59964.94,5768.03,65732.97,Completed
MR-00497,SR-00497,EQ-0193,Backhoe Loader,4WD Backhoe Loader,SITE-05,2025-05-05,Preventive,Medium,15246,Hydraulic Line,External leakage,pilot pressure below expected range,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Pump seal kit,TECH-0443,14.13,3.6,50292.56,7709.93,58002.49,Completed
MR-00498,SR-00498,EQ-0170,Backhoe Loader,4WD Backhoe Loader,SITE-04,2024-11-10,Corrective,High,5599,Accumulator,External leakage,arm movement slow after hydraulic oil warms,internal cylinder leakage,replaced damaged seal kit and performed leak test,Hydraulic hose,TECH-0904,11.89,5.67,59242.51,5972.77,65215.28,Completed
MR-00499,SR-00499,EQ-0149,Hydraulic Excavator,20T Class Excavator,SITE-06,2026-08-14,Preventive,High,6013,Boom Cylinder,Filter blockage,hydraulic oil appears contaminated,restricted hydraulic line,replaced restricted hydraulic filter and checked contamination source,Pump seal kit,TECH-0264,12.45,2.85,8492.22,7222.4,15714.62,Completed
MR-00500,SR-00500,EQ-0079,Motor Grader,16M Class Grader,SITE-07,2025-09-17,Corrective,High,13243,Arm Cylinder,Valve sticking,boom movement slow under load,damaged cylinder seal,cleaned cooler and verified hydraulic oil temperature,Hydraulic filter,TECH-0517,12.75,2.84,55433.66,8006.91,63440.57,Completed
MR-00501,SR-00501,EQ-0095,Hydraulic Excavator,20T Class Excavator,SITE-02,2023-02-12,Preventive,High,6451,Travel Motor,Filter blockage,swing movement is slow,damaged cylinder seal,inspected suction line for air ingress and corrected the connection,Hydraulic line fittings,TECH-0816,10.53,0.25,15847.43,7975.1,23822.53,Closed
MR-00502,SR-00502,EQ-0223,Crawler Dozer,35T Class Dozer,SITE-08,2025-08-07,Corrective,High,7440,Fuel System,Restricted flow,visible oil leak near hydraulic line,internal cylinder leakage,checked pump output and inspected for internal leakage,Cooler gasket set,TECH-0911,15.52,5.37,41163.65,12557.27,53720.92,Completed
MR-00503,SR-00503,EQ-0154,Wheel Loader,25T Class Wheel Loader,SITE-05,2022-05-18,Corrective,High,12283,Pilot Valve,Cylinder seal wear,hydraulic oil appears contaminated,sticking spool valve,replaced restricted hydraulic filter and checked contamination source,Hydraulic oil,TECH-0089,15.17,4.1,14165.25,8340.34,22505.59,Completed
MR-00504,SR-00504,EQ-0140,Crawler Dozer,35T Class Dozer,SITE-02,2026-08-01,Condition-Based,High,6063,Fuel System,External leakage,visible oil leak near hydraulic line,sticking spool valve,cleaned cooler and verified hydraulic oil temperature,Cooler gasket set,TECH-0930,9.91,4.61,4213.8,8028.49,12242.29,Completed
MR-00505,SR-00505,EQ-0104,Hydraulic Excavator,30T Class Excavator,SITE-04,2025-03-16,Inspection,High,2326,Swing Motor,Filter blockage,swing movement is slow,worn pump components,inspected hydraulic circuit and isolated the affected component,Valve O-rings,TECH-0022,13.55,3.78,19672.31,10649.16,30321.47,Closed
MR-00506,SR-00506,EQ-0188,Hydraulic Excavator,45T Class Excavator,SITE-07,2023-04-03,Condition-Based,Critical,17536,Hydraulic Hose,Internal leakage,visible oil leak near hydraulic line,contaminated hydraulic oil,checked pressure and flow at operating temperature,Hydraulic filter,TECH-0086,4.25,0.25,14544.83,3703.97,18248.8,Completed
MR-00507,SR-00507,EQ-0206,Crawler Dozer,35T Class Dozer,SITE-06,2023-07-10,Inspection,Medium,6577,Pilot Valve,Filter blockage,reduced digging force,damaged hydraulic hose,tested pilot pressure and inspected pilot circuit,Cooler gasket set,TECH-0778,10.58,2.57,60230.81,11514.86,71745.67,Completed - Monitor
MR-00508,SR-00508,EQ-0033,Hydraulic Excavator,45T Class Excavator,SITE-01,2025-06-15,Preventive,High,5108,Bucket Cylinder,Line restriction,reduced digging force,restricted hydraulic line,inspected valve spool movement and cleaned the valve assembly,Cooler gasket set,TECH-0629,14.29,0.25,14918.81,11366.85,26285.66,Completed - Monitor
MR-00509,SR-00509,EQ-0082,Hydraulic Excavator,45T Class Excavator,SITE-05,2024-11-06,Corrective,Medium,8592,Accumulator,Oil contamination,pump noise increases during operation,sticking spool valve,tested pilot pressure and inspected pilot circuit,Hydraulic line fittings,TECH-0328,2.95,7.68,33969.67,3210.18,37179.85,Completed - Monitor
MR-00510,SR-00510,EQ-0045,Wheel Loader,20T Class Wheel Loader,SITE-03,2022-12-28,Corrective,High,17044,Hydraulic Hose,Restricted flow,filter restriction indicator activated,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Cooler gasket set,TECH-0835,10.59,10.65,36245.62,6949.15,43194.77,Closed
MR-00511,SR-00511,EQ-0111,Crawler Dozer,25T Class Dozer,SITE-02,2023-09-03,Corrective,High,12675,Hydraulic Filter,Pump wear,bucket will not open normally,restricted return filter,replaced damaged seal kit and performed leak test,Return filter element,TECH-0653,9.87,10.32,28354.38,8365.5,36719.88,Completed
MR-00512,SR-00512,EQ-0239,Crawler Dozer,25T Class Dozer,SITE-02,2024-03-15,Inspection,Medium,12574,Pilot Valve,Accumulator pressure loss,bucket will not open normally,low pilot supply pressure,replaced damaged hose and pressure-tested the circuit,Pump seal kit,TECH-0265,1.59,8.49,7387.78,939.72,8327.5,Completed
MR-00513,SR-00513,EQ-0077,Wheel Loader,25T Class Wheel Loader,SITE-01,2026-01-03,Preventive,Medium,16232,Hydraulic Tank,Overheating,reduced digging force,damaged cylinder seal,checked accumulator pre-charge and restored it to service specification,Pilot filter,TECH-0461,12.76,8.68,46838.07,9009.73,55847.8,Closed
MR-00514,SR-00514,EQ-0141,Wheel Loader,25T Class Wheel Loader,SITE-01,2025-05-19,Corrective,High,5821,Travel Motor,Valve sticking,hydraulic oil appears contaminated,damaged hydraulic hose,checked pressure and flow at operating temperature,Hydraulic line fittings,TECH-0163,13.45,1.17,35350.65,14545.0,49895.65,Completed
MR-00515,SR-00515,EQ-0146,Hydraulic Excavator,20T Class Excavator,SITE-01,2026-08-11,Corrective,High,11847,Hydraulic Tank,Internal leakage,travel function loses power on incline,sticking spool valve,tested pilot pressure and inspected pilot circuit,Pump seal kit,TECH-0200,14.73,2.33,42840.72,7064.99,49905.71,Completed
MR-00516,SR-00516,EQ-0009,Crawler Dozer,35T Class Dozer,SITE-02,2024-11-06,Corrective,High,8940,Fuel System,Line restriction,bucket will not open normally,contaminated hydraulic oil,checked pump output and inspected for internal leakage,No replacement part,TECH-0554,15.23,0.25,48430.25,9008.62,57438.87,Completed
MR-00517,SR-00517,EQ-0065,Hydraulic Excavator,20T Class Excavator,SITE-07,2022-09-04,Inspection,High,14710,Boom Cylinder,Air ingress,travel function loses power on incline,low pilot supply pressure,"drained contaminated oil, flushed circuit and refilled with filtered oil",Pump seal kit,TECH-0275,9.06,0.93,53173.62,6186.37,59359.99,Completed
MR-00518,SR-00518,EQ-0215,Hydraulic Excavator,45T Class Excavator,SITE-02,2026-04-26,Inspection,Medium,11334,Main Control Valve,Cylinder seal wear,hydraulic oil temperature rises during continuous operation,loss of accumulator pre-charge,checked accumulator pre-charge and restored it to service specification,Pump seal kit,TECH-0144,7.2,4.61,34790.57,5863.8,40654.37,Completed
MR-00519,SR-00519,EQ-0188,Hydraulic Excavator,45T Class Excavator,SITE-07,2024-02-08,Corrective,High,6800,Engine Cooling System,Cooler restriction,filter restriction indicator activated,restricted return filter,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic oil,TECH-0077,13.43,6.55,49813.44,8211.15,58024.59,Closed
MR-00520,SR-00520,EQ-0134,Hydraulic Excavator,20T Class Excavator,SITE-03,2023-12-08,Condition-Based,High,8859,Hydraulic Tank,Air ingress,travel function loses power on incline,low pilot supply pressure,checked pressure and flow at operating temperature,Cylinder seal kit,TECH-0689,12.4,4.35,54850.73,8920.25,63770.98,Completed
MR-00521,SR-00521,EQ-0041,Wheel Loader,20T Class Wheel Loader,SITE-06,2025-03-06,Corrective,Low,14027,Engine Cooling System,Cylinder seal wear,hydraulic oil temperature rises during continuous operation,worn pump components,inspected hydraulic circuit and isolated the affected component,Accumulator charging kit,TECH-0822,8.64,4.9,37497.38,3925.12,41422.5,Closed
MR-00522,SR-00522,EQ-0210,Hydraulic Excavator,20T Class Excavator,SITE-05,2026-05-22,Corrective,Medium,9869,Boom Cylinder,Valve sticking,hydraulic response is jerky,low pilot supply pressure,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cylinder seal kit,TECH-0196,6.55,3.49,31203.85,6206.39,37410.24,Closed
MR-00523,SR-00523,EQ-0016,Crawler Dozer,35T Class Dozer,SITE-04,2024-10-03,Corrective,High,11703,Fuel System,Valve sticking,swing movement is slow,low pilot supply pressure,replaced damaged hose and pressure-tested the circuit,No replacement part,TECH-0894,5.75,2.72,3203.58,2831.41,6034.99,Completed
MR-00524,SR-00524,EQ-0148,Hydraulic Excavator,45T Class Excavator,SITE-06,2023-02-24,Corrective,Medium,16616,Arm Cylinder,Air ingress,bucket will not open normally,degraded hydraulic fluid,tested pilot pressure and inspected pilot circuit,Return filter element,TECH-0084,4.96,1.61,39768.44,4213.69,43982.13,Completed
MR-00525,SR-00525,EQ-0149,Hydraulic Excavator,20T Class Excavator,SITE-06,2024-09-02,Corrective,Medium,1850,Main Control Valve,Pump wear,bucket cylinder leaking externally,sticking spool valve,inspected suction line for air ingress and corrected the connection,Cylinder seal kit,TECH-0238,9.02,2.76,35911.12,9543.4,45454.52,Closed
MR-00526,SR-00526,EQ-0101,Crawler Dozer,35T Class Dozer,SITE-02,2025-07-26,Corrective,High,3716,Fuel System,Cylinder seal wear,pilot pressure below expected range,restricted return filter,checked pressure and flow at operating temperature,Accumulator charging kit,TECH-0274,12.67,7.04,36523.7,12459.43,48983.13,Closed
MR-00527,SR-00527,EQ-0110,Hydraulic Excavator,45T Class Excavator,SITE-06,2022-05-04,Condition-Based,Low,2472,Accumulator,Restricted flow,hydraulic oil temperature rises during continuous operation,internal cylinder leakage,checked accumulator pre-charge and restored it to service specification,Pump seal kit,TECH-0358,9.93,6.04,26172.95,5053.89,31226.84,Completed
MR-00528,SR-00528,EQ-0155,Motor Grader,16M Class Grader,SITE-03,2023-03-17,Corrective,High,11768,Boom Cylinder,Internal leakage,hydraulic response is jerky,high oil temperature,replaced damaged hose and pressure-tested the circuit,Accumulator charging kit,TECH-0307,4.14,3.58,16152.77,4063.46,20216.23,Completed
MR-00529,SR-00529,EQ-0042,Hydraulic Excavator,45T Class Excavator,SITE-01,2024-06-25,Corrective,High,8727,Hydraulic Pump,Low pilot pressure,boom movement slow under load,damaged cylinder seal,inspected hydraulic circuit and isolated the affected component,Accumulator charging kit,TECH-0384,5.31,0.71,53978.4,2718.12,56696.52,Closed
MR-00530,SR-00530,EQ-0126,Hydraulic Excavator,20T Class Excavator,SITE-08,2026-04-07,Preventive,Medium,3349,Swing Motor,Internal leakage,bucket will not open normally,worn pump components,inspected valve spool movement and cleaned the valve assembly,Hydraulic hose,TECH-0754,0.95,9.88,52811.5,693.0,53504.5,Completed - Monitor
MR-00531,SR-00531,EQ-0013,Hydraulic Excavator,35T Class Excavator,SITE-04,2025-02-17,Corrective,High,5723,Engine Cooling System,Pump wear,arm movement slow after hydraulic oil warms,blocked cooler core,checked accumulator pre-charge and restored it to service specification,Hydraulic hose,TECH-0324,2.78,6.78,63485.0,2220.96,65705.96,Completed - Monitor
MR-00532,SR-00532,EQ-0085,Hydraulic Excavator,35T Class Excavator,SITE-02,2024-01-05,Inspection,Low,16275,Engine Cooling System,Low pilot pressure,swing movement is slow,damaged hydraulic hose,checked pump output and inspected for internal leakage,Cooler gasket set,TECH-0404,9.38,3.9,39326.27,4376.97,43703.24,Completed - Monitor
MR-00533,SR-00533,EQ-0194,Hydraulic Excavator,35T Class Excavator,SITE-04,2025-01-19,Corrective,High,4252,Hydraulic Line,Accumulator pressure loss,filter restriction indicator activated,high oil temperature,checked pressure and flow at operating temperature,Pump seal kit,TECH-0862,3.52,6.21,50069.36,3585.96,53655.32,Completed
MR-00534,SR-00534,EQ-0073,Hydraulic Excavator,30T Class Excavator,SITE-01,2025-10-03,Corrective,Medium,6408,Pilot Valve,Accumulator pressure loss,arm movement slow after hydraulic oil warms,damaged cylinder seal,replaced restricted hydraulic filter and checked contamination source,Cooler gasket set,TECH-0232,7.34,6.79,9949.52,4756.03,14705.55,Completed - Monitor
MR-00535,SR-00535,EQ-0231,Hydraulic Excavator,30T Class Excavator,SITE-08,2022-06-27,Corrective,High,14432,Swing Motor,Oil contamination,reduced digging force,high oil temperature,tested pilot pressure and inspected pilot circuit,Hydraulic filter,TECH-0894,10.97,1.66,45991.28,6749.22,52740.5,Completed
MR-00536,SR-00536,EQ-0142,Hydraulic Excavator,45T Class Excavator,SITE-05,2025-12-09,Corrective,High,12579,Hydraulic Cooler,Pump wear,bucket cylinder leaking externally,degraded hydraulic fluid,replaced damaged seal kit and performed leak test,No replacement part,TECH-0851,12.95,1.44,53452.63,6671.77,60124.4,Completed
MR-00537,SR-00537,EQ-0104,Hydraulic Excavator,30T Class Excavator,SITE-04,2026-05-21,Inspection,High,11223,Hydraulic Line,Oil contamination,bucket will not open normally,loss of accumulator pre-charge,inspected suction line for air ingress and corrected the connection,Return filter element,TECH-0094,13.84,9.85,52147.85,13591.87,65739.72,Closed
MR-00538,SR-00538,EQ-0071,Wheel Loader,25T Class Wheel Loader,SITE-05,2025-01-02,Inspection,High,17920,Hydraulic Hose,Accumulator pressure loss,bucket cylinder leaking externally,loss of accumulator pre-charge,inspected valve spool movement and cleaned the valve assembly,Hydraulic hose,TECH-0686,1.06,4.96,11303.89,907.54,12211.43,Completed
MR-00539,SR-00539,EQ-0163,Hydraulic Excavator,20T Class Excavator,SITE-02,2023-10-16,Corrective,Medium,7108,Swing Motor,Cylinder seal wear,filter restriction indicator activated,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Pump seal kit,TECH-0716,13.39,5.08,50010.52,7622.29,57632.81,Completed
MR-00540,SR-00540,EQ-0153,Motor Grader,16M Class Grader,SITE-04,2025-04-25,Preventive,High,5196,Swing Motor,Hose failure,hydraulic flow is low at operating temperature,restricted return filter,inspected suction line for air ingress and corrected the connection,Return filter element,TECH-0667,6.7,0.25,1590.51,4877.69,6468.2,Completed
MR-00541,SR-00541,EQ-0213,Wheel Loader,25T Class Wheel Loader,SITE-06,2024-06-25,Condition-Based,High,10656,Fuel System,Accumulator pressure loss,travel function loses power on incline,restricted return filter,"drained contaminated oil, flushed circuit and refilled with filtered oil",Pump seal kit,TECH-0465,1.75,1.76,28700.42,1263.47,29963.89,Completed
MR-00542,SR-00542,EQ-0035,Hydraulic Excavator,45T Class Excavator,SITE-08,2022-11-11,Corrective,Medium,13410,Hydraulic Cooler,Hose failure,hydraulic flow is low at operating temperature,damaged hydraulic hose,checked accumulator pre-charge and restored it to service specification,Accumulator charging kit,TECH-0573,12.88,4.52,36514.62,10521.04,47035.66,Completed
MR-00543,SR-00543,EQ-0094,Backhoe Loader,Heavy-Duty Backhoe Loader,SITE-01,2022-11-10,Corrective,Medium,17678,Hydraulic Tank,Hose failure,visible oil leak near hydraulic line,degraded hydraulic fluid,replaced damaged hose and pressure-tested the circuit,Hydraulic filter,TECH-0413,15.41,2.25,61536.58,7286.82,68823.4,Follow-up Required
MR-00544,SR-00544,EQ-0052,Wheel Loader,20T Class Wheel Loader,SITE-01,2024-12-05,Corrective,Low,3583,Swing Motor,Internal leakage,reduced digging force,degraded hydraulic fluid,cleaned cooler and verified hydraulic oil temperature,Hydraulic hose,TECH-0794,6.34,4.71,12704.29,3652.91,16357.2,Completed
MR-00545,SR-00545,EQ-0069,Hydraulic Excavator,20T Class Excavator,SITE-02,2026-05-22,Corrective,High,2510,Hydraulic Line,Pump wear,filter restriction indicator activated,blocked cooler core,tested pilot pressure and inspected pilot circuit,No replacement part,TECH-0401,9.33,0.25,29848.2,9064.13,38912.33,Completed - Monitor
MR-00546,SR-00546,EQ-0235,Hydraulic Excavator,30T Class Excavator,SITE-07,2022-10-27,Corrective,Medium,17760,Hydraulic Pump,Overheating,travel function loses power on incline,loss of accumulator pre-charge,replaced damaged seal kit and performed leak test,Return filter element,TECH-0417,9.8,4.47,60954.84,5009.1,65963.94,Completed
MR-00547,SR-00547,EQ-0232,Hydraulic Excavator,45T Class Excavator,SITE-08,2023-11-01,Preventive,High,7039,Travel Motor,Cylinder seal wear,visible oil leak near hydraulic line,air entering suction line,replaced restricted hydraulic filter and checked contamination source,Hydraulic hose,TECH-0371,12.19,4.56,15547.65,10407.24,25954.89,Completed
MR-00548,SR-00548,EQ-0109,Backhoe Loader,4WD Backhoe Loader,SITE-06,2022-11-10,Preventive,High,8979,Swing Motor,Hose failure,boom movement slow under load,restricted hydraulic line,inspected valve spool movement and cleaned the valve assembly,Pilot filter,TECH-0297,5.55,7.51,48432.61,2972.72,51405.33,Completed - Monitor
MR-00549,SR-00549,EQ-0055,Hydraulic Excavator,20T Class Excavator,SITE-01,2023-09-21,Preventive,High,6548,Hydraulic Cooler,Cooler restriction,hydraulic oil appears contaminated,worn pump components,replaced damaged seal kit and performed leak test,No replacement part,TECH-0261,9.96,6.99,5869.14,10689.38,16558.52,Closed
MR-00550,SR-00550,EQ-0195,Hydraulic Excavator,20T Class Excavator,SITE-04,2022-09-19,Condition-Based,Medium,5080,Hydraulic Tank,Pump wear,arm movement slow after hydraulic oil warms,contaminated hydraulic oil,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic line fittings,TECH-0301,11.6,7.64,12848.41,6499.51,19347.92,Completed
MR-00551,SR-00551,EQ-0136,Backhoe Loader,Heavy-Duty Backhoe Loader,SITE-03,2022-09-06,Corrective,Low,7119,Hydraulic Cooler,Restricted flow,pilot pressure below expected range,worn pump components,tested pilot pressure and inspected pilot circuit,Pump seal kit,TECH-0261,12.2,7.3,44113.81,10410.9,54524.71,Closed
MR-00552,SR-00552,EQ-0191,Hydraulic Excavator,45T Class Excavator,SITE-07,2026-05-30,Inspection,Medium,9837,Engine Cooling System,Line restriction,travel function loses power on incline,internal cylinder leakage,checked pressure and flow at operating temperature,Accumulator charging kit,TECH-0508,3.12,3.13,26341.85,2871.88,29213.73,Completed
MR-00553,SR-00553,EQ-0014,Wheel Loader,25T Class Wheel Loader,SITE-04,2023-10-18,Corrective,Critical,5154,Accumulator,Restricted flow,pilot pressure below expected range,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic hose,TECH-0901,13.1,9.85,14449.07,11619.72,26068.79,Completed
MR-00554,SR-00554,EQ-0154,Wheel Loader,25T Class Wheel Loader,SITE-05,2025-06-06,Corrective,Medium,6620,Hydraulic Tank,Air ingress,travel function loses power on incline,low pilot supply pressure,cleaned cooler and verified hydraulic oil temperature,Pump seal kit,TECH-0304,7.69,0.87,47125.36,6498.62,53623.98,Completed
MR-00555,SR-00555,EQ-0209,Motor Grader,14M Class Grader,SITE-04,2024-03-13,Corrective,High,1865,Engine Cooling System,Filter blockage,travel function loses power on incline,damaged cylinder seal,replaced restricted hydraulic filter and checked contamination source,Pilot filter,TECH-0316,9.38,0.82,998.86,7997.28,8996.14,Completed
MR-00556,SR-00556,EQ-0138,Wheel Loader,25T Class Wheel Loader,SITE-01,2024-05-29,Condition-Based,Medium,6262,Engine Cooling System,Air ingress,hydraulic flow is low at operating temperature,loss of accumulator pre-charge,checked pressure and flow at operating temperature,Return filter element,TECH-0073,5.02,5.38,37630.3,5176.78,42807.08,Completed - Monitor
MR-00557,SR-00557,EQ-0240,Hydraulic Excavator,30T Class Excavator,SITE-06,2026-04-17,Inspection,Medium,16560,Hydraulic Hose,Filter blockage,pump noise increases during operation,loss of accumulator pre-charge,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic oil,TECH-0006,11.16,4.27,52524.25,9135.48,61659.73,Completed
MR-00558,SR-00558,EQ-0211,Motor Grader,14M Class Grader,SITE-07,2023-07-16,Condition-Based,Low,10750,Engine Cooling System,Cylinder seal wear,reduced digging force,high oil temperature,checked pump output and inspected for internal leakage,Hydraulic oil,TECH-0826,4.93,5.33,58418.87,4880.1,63298.97,Completed
MR-00559,SR-00559,EQ-0084,Hydraulic Excavator,20T Class Excavator,SITE-06,2025-12-01,Corrective,High,5392,Hydraulic Tank,Cylinder seal wear,bucket cylinder leaking externally,damaged cylinder seal,replaced damaged hose and pressure-tested the circuit,Valve O-rings,TECH-0216,14.88,0.41,17243.99,15991.28,33235.27,Completed
MR-00560,SR-00560,EQ-0093,Hydraulic Excavator,45T Class Excavator,SITE-05,2023-02-14,Corrective,Medium,2674,Accumulator,Filter blockage,hydraulic flow is low at operating temperature,air entering suction line,checked accumulator pre-charge and restored it to service specification,Pilot filter,TECH-0596,11.69,6.61,48622.84,7105.56,55728.4,Completed
MR-00561,SR-00561,EQ-0041,Wheel Loader,20T Class Wheel Loader,SITE-06,2024-03-08,Corrective,Low,8373,Boom Cylinder,Internal leakage,pump noise increases during operation,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Hydraulic hose,TECH-0331,14.18,1.94,2341.83,13658.03,15999.86,Completed - Monitor
MR-00562,SR-00562,EQ-0224,Hydraulic Excavator,35T Class Excavator,SITE-02,2024-05-08,Condition-Based,High,17988,Bucket Cylinder,External leakage,hydraulic oil temperature rises during continuous operation,damaged hydraulic hose,cleaned cooler and verified hydraulic oil temperature,Cylinder seal kit,TECH-0604,11.43,3.69,58923.33,7700.83,66624.16,Completed
MR-00563,SR-00563,EQ-0090,Hydraulic Excavator,30T Class Excavator,SITE-01,2025-06-29,Corrective,Medium,14780,Pilot Valve,Filter blockage,hydraulic flow is low at operating temperature,loss of accumulator pre-charge,checked pressure and flow at operating temperature,No replacement part,TECH-0266,6.03,0.25,30519.7,5354.46,35874.16,Completed
MR-00564,SR-00564,EQ-0014,Wheel Loader,25T Class Wheel Loader,SITE-04,2022-08-06,Corrective,Medium,12727,Hydraulic Pump,Hose failure,hydraulic oil appears contaminated,contaminated hydraulic oil,inspected hydraulic circuit and isolated the affected component,Cylinder seal kit,TECH-0266,14.36,3.78,34611.83,9442.39,44054.22,Completed - Monitor
MR-00565,SR-00565,EQ-0080,Crawler Dozer,35T Class Dozer,SITE-01,2023-06-11,Corrective,High,11954,Main Control Valve,Low pilot pressure,boom movement slow under load,restricted hydraulic line,inspected suction line for air ingress and corrected the connection,Cylinder seal kit,TECH-0097,6.12,5.51,45990.75,2990.41,48981.16,Closed
MR-00566,SR-00566,EQ-0072,Crawler Dozer,25T Class Dozer,SITE-06,2022-09-23,Preventive,Critical,2152,Hydraulic Line,Restricted flow,reduced digging force,damaged hydraulic hose,cleaned cooler and verified hydraulic oil temperature,Accumulator charging kit,TECH-0076,3.44,5.74,60327.04,3086.49,63413.53,Completed
MR-00567,SR-00567,EQ-0184,Hydraulic Excavator,30T Class Excavator,SITE-04,2022-08-04,Corrective,Medium,5638,Fuel System,Overheating,hydraulic oil appears contaminated,blocked cooler core,checked pump output and inspected for internal leakage,Cylinder seal kit,TECH-0602,12.2,7.04,40497.62,8865.79,49363.41,Completed
MR-00568,SR-00568,EQ-0162,Hydraulic Excavator,45T Class Excavator,SITE-01,2026-06-10,Condition-Based,Low,16751,Swing Motor,Oil contamination,pilot pressure below expected range,damaged hydraulic hose,replaced restricted hydraulic filter and checked contamination source,Hydraulic hose,TECH-0047,2.38,5.2,2271.84,1981.96,4253.8,Closed
MR-00569,SR-00569,EQ-0149,Hydraulic Excavator,20T Class Excavator,SITE-06,2026-04-11,Preventive,Medium,13524,Hydraulic Filter,Hose failure,travel function loses power on incline,internal cylinder leakage,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic hose,TECH-0228,11.41,4.36,38953.15,9963.27,48916.42,Completed
MR-00570,SR-00570,EQ-0209,Motor Grader,14M Class Grader,SITE-04,2026-03-16,Preventive,High,13861,Hydraulic Pump,Pump wear,pump noise increases during operation,restricted hydraulic line,inspected hydraulic circuit and isolated the affected component,Pump seal kit,TECH-0202,11.75,3.79,23616.03,5309.34,28925.37,Completed
MR-00571,SR-00571,EQ-0157,Hydraulic Excavator,30T Class Excavator,SITE-05,2023-04-04,Corrective,Medium,3077,Hydraulic Hose,Cooler restriction,hydraulic response is jerky,sticking spool valve,inspected valve spool movement and cleaned the valve assembly,Return filter element,TECH-0752,4.01,0.25,7041.36,3892.37,10933.73,Completed
MR-00572,SR-00572,EQ-0069,Hydraulic Excavator,20T Class Excavator,SITE-02,2024-07-11,Corrective,High,14948,Swing Motor,Internal leakage,pilot pressure below expected range,loss of accumulator pre-charge,inspected hydraulic circuit and isolated the affected component,Accumulator charging kit,TECH-0668,6.08,0.25,43326.28,3835.7,47161.98,Completed
MR-00573,SR-00573,EQ-0141,Wheel Loader,25T Class Wheel Loader,SITE-01,2024-07-27,Corrective,Medium,8575,Travel Motor,Valve sticking,pump noise increases during operation,contaminated hydraulic oil,checked accumulator pre-charge and restored it to service specification,Pilot filter,TECH-0557,8.53,5.44,39696.62,7998.62,47695.24,Follow-up Required
MR-00574,SR-00574,EQ-0051,Backhoe Loader,4WD Backhoe Loader,SITE-08,2025-06-14,Corrective,Medium,14772,Fuel System,Low pilot pressure,hydraulic response is jerky,sticking spool valve,replaced restricted hydraulic filter and checked contamination source,Cooler gasket set,TECH-0331,11.9,2.31,41367.12,9410.68,50777.8,Completed
MR-00575,SR-00575,EQ-0177,Crawler Dozer,25T Class Dozer,SITE-03,2024-03-22,Corrective,Low,7571,Bucket Cylinder,Pump wear,arm movement slow after hydraulic oil warms,contaminated hydraulic oil,inspected hydraulic circuit and isolated the affected component,Valve O-rings,TECH-0922,0.81,5.94,9351.84,628.25,9980.09,Completed - Monitor
MR-00576,SR-00576,EQ-0041,Wheel Loader,20T Class Wheel Loader,SITE-06,2022-02-27,Preventive,Medium,16430,Swing Motor,Cylinder seal wear,travel function loses power on incline,internal cylinder leakage,replaced restricted hydraulic filter and checked contamination source,Return filter element,TECH-0209,12.54,2.56,37995.58,13014.06,51009.64,Completed
MR-00577,SR-00577,EQ-0067,Hydraulic Excavator,30T Class Excavator,SITE-03,2025-12-26,Inspection,Low,10742,Hydraulic Tank,Overheating,reduced digging force,contaminated hydraulic oil,checked accumulator pre-charge and restored it to service specification,Hydraulic oil,TECH-0694,3.32,6.02,52662.85,1527.33,54190.18,Completed - Monitor
MR-00578,SR-00578,EQ-0156,Wheel Loader,20T Class Wheel Loader,SITE-06,2023-04-23,Condition-Based,Medium,5801,Hydraulic Pump,Internal leakage,travel function loses power on incline,contaminated hydraulic oil,checked pressure and flow at operating temperature,Cooler gasket set,TECH-0537,2.06,5.63,28490.64,1981.69,30472.33,Closed
MR-00579,SR-00579,EQ-0135,Crawler Dozer,35T Class Dozer,SITE-01,2023-01-28,Condition-Based,Medium,12325,Pilot Valve,Cylinder seal wear,arm movement slow after hydraulic oil warms,damaged cylinder seal,cleaned cooler and verified hydraulic oil temperature,No replacement part,TECH-0017,2.28,7.96,63443.71,1482.6,64926.31,Completed
MR-00580,SR-00580,EQ-0100,Crawler Dozer,35T Class Dozer,SITE-07,2022-06-19,Inspection,Medium,2902,Hydraulic Line,Overheating,visible oil leak near hydraulic line,loss of accumulator pre-charge,replaced restricted hydraulic filter and checked contamination source,Cylinder seal kit,TECH-0651,1.02,0.25,48866.69,1086.74,49953.43,Completed
