technician_id,role,specialization,primary_certification,skill_level,experience_years,shift,employment_type,region,workshop_or_field,active_status
TECH-0459,Hydraulic Technician,General Maintenance,Industrial Safety,Senior,10,Evening,Permanent,North India,Field,Active
TECH-0460,Senior Technician,Heavy Equipment,Industrial Safety,Intermediate,8,Night,Service Partner,South India,Field,On Rotation
TECH-0461,Maintenance Technician,Powertrain,Hydraulic Systems Level 1,Intermediate,6,Night,Permanent,East India,Workshop,Active
TECH-0462,Workshop Technician,Electrical,Industrial Safety,Intermediate,5,Day,Permanent,West India,Field,Active
TECH-0463,Diagnostic Technician,Powertrain,Heavy Equipment Maintenance,Lead,20,Day,Contract,West India,Workshop,Active
TECH-0464,Maintenance Technician,General Maintenance,Fluid Power Technician,Intermediate,7,Evening,Permanent,West India,Field,Active
TECH-0465,Workshop Technician,Heavy Equipment,Industrial Safety,Lead,20,Evening,Contract,North India,Field,Active
TECH-0466,Diagnostic Technician,Powertrain,Hydraulic Systems Level 1,Senior,11,Night,Service Partner,East India,Workshop,On Rotation
TECH-0467,Senior Technician,Hydraulics,Hydraulic Systems Level 1,Lead,19,Evening,Contract,East India,Workshop,Active
TECH-0468,Field Service Technician,Heavy Equipment,Industrial Safety,Lead,17,Evening,Permanent,North India,Field,Active
TECH-0469,Diagnostic Technician,Heavy Equipment,Heavy Equipment Maintenance,Intermediate,8,Day,Permanent,South India,Field,Active
TECH-0470,Workshop Technician,Electrical,OEM-Equivalent Service Training,Senior,13,Day,Permanent,Central India,Field,Active
TECH-0471,Diagnostic Technician,Heavy Equipment,OEM-Equivalent Service Training,Intermediate,7,Night,Permanent,South India,Field,Active
TECH-0472,Maintenance Technician,General Maintenance,Hydraulic Systems Level 1,Senior,9,Day,Service Partner,East India,Field,On Rotation
TECH-0473,Maintenance Technician,Heavy Equipment,Hydraulic Systems Level 2,Intermediate,6,Day,Contract,Central India,Workshop,Active
TECH-0474,Senior Technician,Heavy Equipment,OEM-Equivalent Service Training,Senior,11,Night,Permanent,South India,Field,On Rotation
TECH-0475,Diagnostic Technician,Electrical,Industrial Safety,Intermediate,6,Night,Permanent,East India,Field,On Rotation
TECH-0476,Workshop Technician,Hydraulics,Hydraulic Systems Level 2,Intermediate,4,Day,Permanent,West India,Field,Active
TECH-0477,Workshop Technician,Hydraulics,Industrial Safety,Junior,3,Night,Permanent,South India,Workshop,On Rotation
TECH-0478,Maintenance Technician,Electrical,Heavy Equipment Maintenance,Senior,13,Night,Contract,Central India,Field,Active
TECH-0479,Workshop Technician,Hydraulics,Heavy Equipment Maintenance,Lead,15,Night,Permanent,West India,Field,On Rotation
TECH-0480,Field Service Technician,General Maintenance,OEM-Equivalent Service Training,Intermediate,6,Night,Service Partner,West India,Field,On Rotation
TECH-0481,Hydraulic Technician,Hydraulics,Hydraulic Systems Level 1,Senior,14,Evening,Permanent,East India,Field,On Rotation
TECH-0482,Field Service Technician,Hydraulics,OEM-Equivalent Service Training,Senior,11,Day,Permanent,West India,Field,Active
TECH-0483,Senior Technician,General Maintenance,Fluid Power Technician,Senior,11,Evening,Contract,East India,Field,Active
TECH-0484,Hydraulic Technician,General Maintenance,OEM-Equivalent Service Training,Lead,17,Evening,Permanent,North India,Workshop,Active
TECH-0485,Workshop Technician,Heavy Equipment,Industrial Safety,Senior,9,Night,Contract,Central India,Field,Active
TECH-0486,Field Service Technician,General Maintenance,OEM-Equivalent Service Training,Intermediate,5,Evening,Permanent,East India,Field,Active
TECH-0487,Workshop Technician,Hydraulics,Hydraulic Systems Level 2,Senior,12,Night,Permanent,North India,Field,Active
TECH-0488,Workshop Technician,Hydraulics,Heavy Equipment Maintenance,Junior,3,Day,Contract,West India,Field,Active
TECH-0489,Hydraulic Technician,General Maintenance,Industrial Safety,Intermediate,6,Day,Permanent,Central India,Field,Active
TECH-0490,Hydraulic Technician,Hydraulics,OEM-Equivalent Service Training,Lead,16,Day,Permanent,North India,Field,On Rotation
TECH-0491,Hydraulic Technician,General Maintenance,Heavy Equipment Maintenance,Intermediate,5,Night,Contract,West India,Field,Active
TECH-0492,Hydraulic Technician,Hydraulics,Fluid Power Technician,Intermediate,7,Evening,Permanent,Central India,Field,Active
TECH-0493,Hydraulic Technician,Hydraulics,Fluid Power Technician,Lead,15,Night,Service Partner,West India,Field,Active
TECH-0494,Hydraulic Technician,Hydraulics,Hydraulic Systems Level 1,Intermediate,6,Night,Permanent,Central India,Field,Active
TECH-0495,Hydraulic Technician,Hydraulics,OEM-Equivalent Service Training,Junior,2,Evening,Service Partner,North India,Field,Active
TECH-0496,Field Service Technician,Powertrain,OEM-Equivalent Service Training,Senior,14,Day,Permanent,West India,Field,On Rotation
TECH-0497,Hydraulic Technician,Hydraulics,Heavy Equipment Maintenance,Intermediate,6,Day,Permanent,North India,Field,On Rotation
TECH-0498,Senior Technician,Powertrain,OEM-Equivalent Service Training,Senior,9,Day,Permanent,North India,Field,Active
TECH-0499,Maintenance Technician,Electrical,Industrial Safety,Lead,17,Night,Contract,Central India,Workshop,On Rotation
TECH-0500,Diagnostic Technician,General Maintenance,Heavy Equipment Maintenance,Lead,18,Night,Contract,Central India,Field,On Rotation
TECH-0501,Senior Technician,Heavy Equipment,Industrial Safety,Intermediate,4,Night,Permanent,North India,Workshop,On Rotation
TECH-0502,Diagnostic Technician,Hydraulics,OEM-Equivalent Service Training,Lead,18,Night,Contract,East India,Workshop,On Rotation
TECH-0503,Senior Technician,Heavy Equipment,Fluid Power Technician,Senior,9,Day,Service Partner,West India,Workshop,Active
TECH-0504,Workshop Technician,Heavy Equipment,OEM-Equivalent Service Training,Lead,20,Day,Permanent,South India,Field,On Rotation
TECH-0505,Field Service Technician,Powertrain,Hydraulic Systems Level 2,Junior,1,Day,Service Partner,North India,Field,Active
TECH-0506,Field Service Technician,Heavy Equipment,Industrial Safety,Lead,18,Evening,Contract,North India,Field,Active
TECH-0507,Hydraulic Technician,Hydraulics,Hydraulic Systems Level 1,Senior,10,Night,Permanent,South India,Field,On Rotation
TECH-0508,Field Service Technician,Hydraulics,Industrial Safety,Senior,9,Day,Contract,Central India,Field,Active
TECH-0509,Senior Technician,Powertrain,OEM-Equivalent Service Training,Intermediate,5,Night,Service Partner,East India,Workshop,Active
TECH-0510,Workshop Technician,Heavy Equipment,Heavy Equipment Maintenance,Senior,10,Night,Permanent,Central India,Workshop,On Rotation
TECH-0511,Field Service Technician,General Maintenance,Hydraulic Systems Level 2,Senior,14,Night,Permanent,West India,Workshop,Active
TECH-0512,Diagnostic Technician,Hydraulics,Fluid Power Technician,Intermediate,4,Evening,Contract,South India,Field,Active
TECH-0513,Field Service Technician,Hydraulics,Hydraulic Systems Level 1,Junior,1,Evening,Contract,East India,Workshop,Active
TECH-0514,Maintenance Technician,Hydraulics,Hydraulic Systems Level 1,Senior,13,Day,Permanent,South India,Field,Active
TECH-0515,Field Service Technician,Hydraulics,Heavy Equipment Maintenance,Intermediate,6,Evening,Permanent,North India,Workshop,On Rotation
TECH-0516,Senior Technician,Hydraulics,Fluid Power Technician,Lead,19,Evening,Permanent,North India,Field,Active
TECH-0517,Maintenance Technician,Hydraulics,Hydraulic Systems Level 1,Lead,20,Night,Contract,North India,Field,On Rotation
TECH-0518,Senior Technician,Hydraulics,OEM-Equivalent Service Training,Junior,3,Night,Permanent,West India,Field,Active
TECH-0519,Diagnostic Technician,Powertrain,OEM-Equivalent Service Training,Lead,17,Evening,Permanent,North India,Field,Active
TECH-0520,Hydraulic Technician,Heavy Equipment,Industrial Safety,Intermediate,6,Night,Permanent,North India,Field,On Rotation
TECH-0521,Workshop Technician,Powertrain,OEM-Equivalent Service Training,Intermediate,8,Evening,Permanent,South India,Field,On Rotation
TECH-0522,Workshop Technician,Powertrain,OEM-Equivalent Service Training,Intermediate,8,Day,Permanent,East India,Field,Active
TECH-0523,Maintenance Technician,Heavy Equipment,Heavy Equipment Maintenance,Lead,19,Evening,Permanent,West India,Field,On Rotation
TECH-0524,Workshop Technician,Hydraulics,Hydraulic Systems Level 1,Senior,14,Evening,Permanent,Central India,Field,Active
TECH-0525,Diagnostic Technician,Hydraulics,Hydraulic Systems Level 2,Intermediate,5,Evening,Permanent,South India,Field,Active
TECH-0526,Maintenance Technician,Hydraulics,Hydraulic Systems Level 1,Junior,3,Day,Permanent,East India,Field,On Rotation
TECH-0527,Field Service Technician,General Maintenance,Hydraulic Systems Level 1,Intermediate,5,Day,Permanent,West India,Workshop,Active
TECH-0528,Workshop Technician,Heavy Equipment,Hydraulic Systems Level 2,Senior,10,Night,Permanent,East India,Workshop,On Rotation
TECH-0529,Diagnostic Technician,Hydraulics,OEM-Equivalent Service Training,Lead,17,Day,Contract,East India,Field,Active
TECH-0530,Diagnostic Technician,Powertrain,Industrial Safety,Lead,17,Day,Permanent,Central India,Field,Active
TECH-0531,Field Service Technician,Electrical,Industrial Safety,Senior,9,Night,Permanent,South India,Field,Active
TECH-0532,Workshop Technician,General Maintenance,OEM-Equivalent Service Training,Junior,2,Evening,Contract,South India,Field,Active
TECH-0533,Diagnostic Technician,Heavy Equipment,OEM-Equivalent Service Training,Lead,17,Evening,Permanent,East India,Field,Active
TECH-0534,Senior Technician,Heavy Equipment,Heavy Equipment Maintenance,Intermediate,8,Day,Service Partner,South India,Workshop,Active
TECH-0535,Hydraulic Technician,Heavy Equipment,Hydraulic Systems Level 2,Junior,2,Evening,Contract,South India,Workshop,Active
TECH-0536,Senior Technician,Heavy Equipment,Hydraulic Systems Level 2,Senior,14,Evening,Permanent,North India,Field,Active
TECH-0537,Maintenance Technician,Powertrain,Heavy Equipment Maintenance,Senior,9,Evening,Permanent,West India,Field,Active
TECH-0538,Hydraulic Technician,Powertrain,Industrial Safety,Lead,17,Day,Service Partner,West India,Field,Active
TECH-0539,Diagnostic Technician,Hydraulics,Hydraulic Systems Level 1,Lead,18,Evening,Service Partner,North India,Workshop,On Rotation
TECH-0540,Field Service Technician,Heavy Equipment,Hydraulic Systems Level 2,Junior,3,Night,Service Partner,North India,Field,Active
TECH-0541,Hydraulic Technician,Hydraulics,Hydraulic Systems Level 1,Intermediate,7,Night,Permanent,Central India,Field,Active
TECH-0542,Maintenance Technician,Hydraulics,Hydraulic Systems Level 2,Senior,9,Evening,Permanent,North India,Field,On Rotation
TECH-0543,Senior Technician,Hydraulics,OEM-Equivalent Service Training,Lead,20,Day,Permanent,Central India,Field,Active
TECH-0544,Maintenance Technician,Powertrain,Heavy Equipment Maintenance,Senior,14,Day,Permanent,South India,Field,Active
TECH-0545,Maintenance Technician,Hydraulics,Heavy Equipment Maintenance,Junior,1,Day,Permanent,South India,Workshop,On Rotation
TECH-0546,Diagnostic Technician,Heavy Equipment,Industrial Safety,Lead,18,Day,Permanent,South India,Field,Active
TECH-0547,Field Service Technician,Heavy Equipment,Industrial Safety,Senior,14,Evening,Permanent,North India,Field,Active
TECH-0548,Diagnostic Technician,Hydraulics,Hydraulic Systems Level 2,Lead,19,Evening,Permanent,South India,Field,Active
TECH-0549,Field Service Technician,Powertrain,Hydraulic Systems Level 2,Senior,9,Day,Permanent,South India,Field,On Rotation
TECH-0550,Senior Technician,Heavy Equipment,OEM-Equivalent Service Training,Senior,9,Day,Permanent,Central India,Workshop,Active
TECH-0551,Hydraulic Technician,Hydraulics,Heavy Equipment Maintenance,Lead,18,Day,Service Partner,North India,Workshop,On Rotation
TECH-0552,Senior Technician,Powertrain,OEM-Equivalent Service Training,Senior,9,Evening,Service Partner,West India,Field,Active
TECH-0553,Senior Technician,Heavy Equipment,Industrial Safety,Lead,16,Day,Permanent,North India,Workshop,Active
TECH-0554,Maintenance Technician,General Maintenance,Fluid Power Technician,Senior,11,Evening,Contract,North India,Workshop,Active
TECH-0555,Maintenance Technician,Hydraulics,OEM-Equivalent Service Training,Lead,16,Day,Permanent,West India,Workshop,Active
TECH-0556,Diagnostic Technician,Powertrain,Hydraulic Systems Level 2,Senior,9,Evening,Permanent,North India,Workshop,On Rotation
TECH-0557,Hydraulic Technician,General Maintenance,Hydraulic Systems Level 1,Intermediate,4,Evening,Contract,East India,Workshop,On Rotation
TECH-0558,Field Service Technician,Heavy Equipment,Hydraulic Systems Level 2,Lead,16,Day,Contract,North India,Field,Active
TECH-0559,Diagnostic Technician,Hydraulics,Industrial Safety,Lead,17,Evening,Permanent,North India,Field,Active
TECH-0560,Field Service Technician,Heavy Equipment,Heavy Equipment Maintenance,Junior,2,Evening,Permanent,South India,Field,Active
TECH-0561,Maintenance Technician,Hydraulics,Hydraulic Systems Level 2,Intermediate,4,Night,Permanent,East India,Workshop,Active
TECH-0562,Senior Technician,Powertrain,Hydraulic Systems Level 1,Intermediate,6,Day,Permanent,East India,Workshop,Active
TECH-0563,Diagnostic Technician,Hydraulics,Hydraulic Systems Level 1,Senior,12,Day,Permanent,West India,Field,Active
TECH-0564,Workshop Technician,General Maintenance,Heavy Equipment Maintenance,Intermediate,7,Day,Contract,East India,Field,Active
TECH-0565,Diagnostic Technician,Hydraulics,Fluid Power Technician,Intermediate,7,Night,Contract,East India,Field,On Rotation
TECH-0566,Hydraulic Technician,General Maintenance,Fluid Power Technician,Intermediate,7,Night,Permanent,West India,Field,On Rotation
TECH-0567,Senior Technician,General Maintenance,Fluid Power Technician,Lead,18,Day,Permanent,North India,Workshop,On Rotation
TECH-0568,Diagnostic Technician,Heavy Equipment,Heavy Equipment Maintenance,Senior,12,Night,Permanent,South India,Field,Active
TECH-0569,Workshop Technician,General Maintenance,OEM-Equivalent Service Training,Senior,12,Night,Permanent,South India,Field,Active
TECH-0570,Senior Technician,Hydraulics,Hydraulic Systems Level 1,Junior,3,Evening,Service Partner,North India,Workshop,Active
TECH-0571,Maintenance Technician,Heavy Equipment,Industrial Safety,Senior,13,Day,Permanent,East India,Field,Active
TECH-0572,Field Service Technician,Powertrain,Industrial Safety,Junior,2,Evening,Permanent,Central India,Field,Active
TECH-0573,Maintenance Technician,Heavy Equipment,Industrial Safety,Intermediate,7,Evening,Permanent,East India,Field,On Rotation
TECH-0574,Maintenance Technician,Hydraulics,OEM-Equivalent Service Training,Senior,14,Evening,Permanent,East India,Field,On Rotation
TECH-0575,Senior Technician,Hydraulics,Industrial Safety,Intermediate,4,Day,Permanent,West India,Field,Active
TECH-0576,Diagnostic Technician,Powertrain,Hydraulic Systems Level 2,Lead,18,Night,Permanent,North India,Field,On Rotation
TECH-0577,Senior Technician,General Maintenance,Fluid Power Technician,Intermediate,7,Evening,Service Partner,South India,Field,Active
TECH-0578,Workshop Technician,Heavy Equipment,Heavy Equipment Maintenance,Lead,18,Night,Contract,North India,Field,Active
TECH-0579,Field Service Technician,Heavy Equipment,Hydraulic Systems Level 2,Intermediate,4,Day,Contract,Central India,Workshop,Active
TECH-0580,Hydraulic Technician,Heavy Equipment,Fluid Power Technician,Lead,19,Day,Service Partner,North India,Field,Active
TECH-0581,Hydraulic Technician,Electrical,Fluid Power Technician,Senior,14,Day,Permanent,South India,Workshop,Active
TECH-0582,Hydraulic Technician,Hydraulics,OEM-Equivalent Service Training,Intermediate,5,Evening,Permanent,North India,Field,Active
TECH-0583,Maintenance Technician,Hydraulics,OEM-Equivalent Service Training,Junior,2,Evening,Permanent,South India,Field,Active
TECH-0584,Diagnostic Technician,Powertrain,Heavy Equipment Maintenance,Intermediate,4,Day,Permanent,North India,Field,Active
TECH-0585,Hydraulic Technician,General Maintenance,Industrial Safety,Lead,17,Evening,Permanent,Central India,Field,Active
TECH-0586,Diagnostic Technician,Hydraulics,Heavy Equipment Maintenance,Lead,15,Night,Contract,North India,Field,Active
TECH-0587,Maintenance Technician,General Maintenance,Heavy Equipment Maintenance,Senior,10,Evening,Contract,North India,Workshop,On Rotation
TECH-0588,Maintenance Technician,Heavy Equipment,OEM-Equivalent Service Training,Junior,3,Night,Permanent,East India,Field,On Rotation
TECH-0589,Hydraulic Technician,Electrical,Hydraulic Systems Level 2,Lead,20,Evening,Permanent,South India,Field,Active
TECH-0590,Diagnostic Technician,Hydraulics,Fluid Power Technician,Junior,1,Day,Permanent,East India,Field,On Rotation
TECH-0591,Diagnostic Technician,General Maintenance,Heavy Equipment Maintenance,Senior,12,Day,Contract,Central India,Field,Active
TECH-0592,Maintenance Technician,Electrical,OEM-Equivalent Service Training,Intermediate,7,Night,Contract,East India,Field,On Rotation
TECH-0593,Workshop Technician,General Maintenance,Hydraulic Systems Level 1,Junior,3,Day,Permanent,East India,Workshop,Active
TECH-0594,Hydraulic Technician,Powertrain,Fluid Power Technician,Lead,18,Day,Permanent,South India,Field,Active
TECH-0595,Diagnostic Technician,Hydraulics,Fluid Power Technician,Junior,1,Night,Permanent,East India,Field,On Rotation
TECH-0596,Field Service Technician,Hydraulics,Hydraulic Systems Level 2,Intermediate,4,Day,Permanent,East India,Field,On Rotation
TECH-0597,Maintenance Technician,Heavy Equipment,Fluid Power Technician,Intermediate,5,Evening,Contract,Central India,Workshop,Active
TECH-0598,Diagnostic Technician,Heavy Equipment,Industrial Safety,Intermediate,4,Day,Permanent,West India,Field,Active
TECH-0599,Diagnostic Technician,Powertrain,Hydraulic Systems Level 1,Lead,16,Evening,Contract,West India,Workshop,Active
TECH-0600,Field Service Technician,Powertrain,Heavy Equipment Maintenance,Intermediate,6,Night,Contract,South India,Field,On Rotation
TECH-0601,Workshop Technician,Heavy Equipment,Hydraulic Systems Level 1,Senior,12,Evening,Permanent,Central India,Field,Active
TECH-0602,Field Service Technician,Electrical,Heavy Equipment Maintenance,Intermediate,7,Night,Service Partner,Central India,Workshop,Active
TECH-0603,Field Service Technician,Heavy Equipment,Hydraulic Systems Level 1,Intermediate,7,Night,Permanent,West India,Field,Active
TECH-0604,Senior Technician,Electrical,Fluid Power Technician,Lead,16,Day,Permanent,North India,Field,Active
TECH-0605,Workshop Technician,General Maintenance,Fluid Power Technician,Senior,11,Night,Service Partner,North India,Workshop,Active
TECH-0606,Hydraulic Technician,Hydraulics,Industrial Safety,Senior,12,Evening,Permanent,East India,Field,On Rotation
TECH-0607,Diagnostic Technician,Hydraulics,Industrial Safety,Lead,18,Evening,Contract,North India,Field,Active
TECH-0608,Senior Technician,General Maintenance,Fluid Power Technician,Lead,19,Night,Permanent,West India,Field,Active
TECH-0609,Field Service Technician,Heavy Equipment,Hydraulic Systems Level 1,Senior,9,Day,Permanent,East India,Field,Active
TECH-0610,Senior Technician,Hydraulics,Heavy Equipment Maintenance,Lead,19,Night,Permanent,North India,Field,On Rotation
TECH-0611,Senior Technician,Hydraulics,Hydraulic Systems Level 2,Lead,20,Day,Permanent,South India,Workshop,On Rotation
TECH-0612,Hydraulic Technician,Hydraulics,Industrial Safety,Senior,11,Night,Permanent,East India,Workshop,Active
TECH-0613,Senior Technician,Powertrain,Hydraulic Systems Level 1,Intermediate,6,Evening,Permanent,North India,Workshop,Active
TECH-0614,Field Service Technician,Electrical,Industrial Safety,Intermediate,7,Night,Contract,East India,Field,Active
TECH-0615,Maintenance Technician,Heavy Equipment,OEM-Equivalent Service Training,Lead,16,Night,Permanent,West India,Field,On Rotation
TECH-0616,Maintenance Technician,Hydraulics,Industrial Safety,Senior,10,Night,Permanent,North India,Workshop,Active
TECH-0617,Senior Technician,Hydraulics,Hydraulic Systems Level 2,Lead,20,Day,Permanent,West India,Field,Active
TECH-0618,Senior Technician,Hydraulics,Heavy Equipment Maintenance,Senior,11,Evening,Permanent,East India,Field,Active
TECH-0619,Hydraulic Technician,Hydraulics,Fluid Power Technician,Junior,3,Day,Service Partner,Central India,Field,On Rotation
TECH-0620,Senior Technician,Heavy Equipment,Industrial Safety,Lead,15,Night,Permanent,West India,Field,Active
TECH-0621,Field Service Technician,Hydraulics,Hydraulic Systems Level 1,Senior,10,Night,Service Partner,East India,Field,Active
TECH-0622,Maintenance Technician,Heavy Equipment,Hydraulic Systems Level 2,Senior,14,Evening,Permanent,South India,Workshop,On Rotation
TECH-0623,Senior Technician,Powertrain,Hydraulic Systems Level 2,Senior,13,Evening,Permanent,North India,Field,Active
TECH-0624,Field Service Technician,General Maintenance,Industrial Safety,Intermediate,7,Evening,Permanent,West India,Workshop,Active
TECH-0625,Hydraulic Technician,Hydraulics,OEM-Equivalent Service Training,Senior,14,Day,Contract,Central India,Field,On Rotation
TECH-0626,Diagnostic Technician,Hydraulics,Hydraulic Systems Level 1,Junior,2,Evening,Permanent,Central India,Field,Active
TECH-0627,Senior Technician,Hydraulics,OEM-Equivalent Service Training,Intermediate,8,Night,Service Partner,East India,Field,Active
TECH-0628,Workshop Technician,Hydraulics,Heavy Equipment Maintenance,Lead,18,Night,Permanent,West India,Field,On Rotation
TECH-0629,Hydraulic Technician,Heavy Equipment,Fluid Power Technician,Lead,16,Evening,Service Partner,West India,Field,On Rotation
TECH-0630,Hydraulic Technician,Heavy Equipment,Fluid Power Technician,Junior,1,Evening,Permanent,West India,Workshop,On Rotation
TECH-0631,Field Service Technician,Heavy Equipment,Industrial Safety,Senior,9,Evening,Permanent,South India,Field,Active
TECH-0632,Maintenance Technician,Hydraulics,Heavy Equipment Maintenance,Lead,16,Night,Permanent,North India,Field,Active
TECH-0633,Diagnostic Technician,Hydraulics,OEM-Equivalent Service Training,Lead,18,Day,Permanent,North India,Field,Active
TECH-0634,Workshop Technician,Hydraulics,Industrial Safety,Senior,13,Day,Permanent,Central India,Workshop,On Rotation
TECH-0635,Workshop Technician,Heavy Equipment,Hydraulic Systems Level 1,Senior,9,Night,Contract,Central India,Field,Active
TECH-0636,Workshop Technician,Hydraulics,OEM-Equivalent Service Training,Senior,14,Evening,Permanent,East India,Field,Active
TECH-0637,Senior Technician,General Maintenance,Industrial Safety,Junior,1,Day,Permanent,Central India,Field,Active
TECH-0638,Diagnostic Technician,Heavy Equipment,Hydraulic Systems Level 1,Senior,9,Evening,Permanent,North India,Field,On Rotation
TECH-0639,Workshop Technician,Hydraulics,Hydraulic Systems Level 2,Junior,3,Day,Contract,West India,Field,Active
TECH-0640,Hydraulic Technician,Electrical,Fluid Power Technician,Intermediate,7,Night,Contract,West India,Workshop,Active
TECH-0641,Diagnostic Technician,Hydraulics,Hydraulic Systems Level 1,Senior,13,Day,Contract,South India,Field,Active
TECH-0642,Workshop Technician,Hydraulics,OEM-Equivalent Service Training,Lead,20,Evening,Permanent,East India,Workshop,Active
TECH-0643,Field Service Technician,Heavy Equipment,Heavy Equipment Maintenance,Lead,17,Night,Permanent,West India,Field,On Rotation
TECH-0644,Maintenance Technician,Hydraulics,Industrial Safety,Lead,17,Night,Contract,Central India,Workshop,On Rotation
TECH-0645,Workshop Technician,Electrical,Hydraulic Systems Level 1,Senior,14,Evening,Service Partner,South India,Workshop,Active
TECH-0646,Hydraulic Technician,Heavy Equipment,Fluid Power Technician,Lead,18,Night,Permanent,East India,Workshop,Active
TECH-0647,Maintenance Technician,Hydraulics,Fluid Power Technician,Lead,18,Day,Permanent,East India,Workshop,Active
TECH-0648,Diagnostic Technician,Powertrain,Heavy Equipment Maintenance,Senior,13,Night,Permanent,Central India,Field,On Rotation
TECH-0649,Field Service Technician,General Maintenance,Hydraulic Systems Level 1,Lead,15,Night,Permanent,South India,Field,Active
TECH-0650,Hydraulic Technician,Hydraulics,OEM-Equivalent Service Training,Lead,17,Day,Permanent,East India,Field,Active
TECH-0651,Hydraulic Technician,General Maintenance,Industrial Safety,Intermediate,6,Evening,Service Partner,East India,Field,Active
TECH-0652,Diagnostic Technician,Hydraulics,Heavy Equipment Maintenance,Intermediate,6,Day,Permanent,West India,Field,Active
TECH-0653,Hydraulic Technician,Hydraulics,Industrial Safety,Senior,13,Evening,Permanent,Central India,Field,Active
TECH-0654,Hydraulic Technician,Hydraulics,OEM-Equivalent Service Training,Intermediate,4,Day,Permanent,South India,Field,Active
TECH-0655,Hydraulic Technician,General Maintenance,Industrial Safety,Intermediate,7,Night,Permanent,North India,Field,Active
TECH-0656,Diagnostic Technician,Electrical,Heavy Equipment Maintenance,Intermediate,5,Day,Permanent,North India,Workshop,Active
TECH-0657,Diagnostic Technician,Hydraulics,Fluid Power Technician,Senior,9,Evening,Permanent,West India,Workshop,Active
TECH-0658,Maintenance Technician,Hydraulics,Heavy Equipment Maintenance,Senior,9,Evening,Permanent,North India,Field,On Rotation
TECH-0659,Diagnostic Technician,Hydraulics,Industrial Safety,Intermediate,8,Day,Permanent,Central India,Field,Active
TECH-0660,Senior Technician,Hydraulics,Hydraulic Systems Level 1,Junior,1,Day,Permanent,North India,Workshop,Active
TECH-0661,Diagnostic Technician,Hydraulics,Heavy Equipment Maintenance,Lead,15,Night,Contract,North India,Field,On Rotation
TECH-0662,Hydraulic Technician,Heavy Equipment,Heavy Equipment Maintenance,Junior,1,Night,Contract,South India,Field,Active
TECH-0663,Workshop Technician,General Maintenance,Heavy Equipment Maintenance,Senior,9,Evening,Contract,East India,Field,Active
TECH-0664,Senior Technician,Electrical,Heavy Equipment Maintenance,Intermediate,5,Night,Permanent,North India,Field,Active
TECH-0665,Field Service Technician,Hydraulics,Industrial Safety,Intermediate,6,Day,Permanent,East India,Field,Active
TECH-0666,Workshop Technician,Hydraulics,Hydraulic Systems Level 2,Senior,10,Evening,Service Partner,East India,Field,Active
TECH-0667,Maintenance Technician,Heavy Equipment,Hydraulic Systems Level 1,Lead,18,Evening,Permanent,East India,Field,Active
TECH-0668,Hydraulic Technician,Powertrain,Industrial Safety,Lead,15,Day,Permanent,North India,Field,On Rotation
TECH-0669,Senior Technician,Heavy Equipment,Hydraulic Systems Level 1,Junior,2,Day,Service Partner,South India,Field,Active
TECH-0670,Diagnostic Technician,Electrical,Industrial Safety,Lead,18,Night,Permanent,West India,Field,Active
TECH-0671,Hydraulic Technician,Hydraulics,Heavy Equipment Maintenance,Senior,12,Night,Permanent,East India,Field,Active
TECH-0672,Maintenance Technician,Powertrain,Heavy Equipment Maintenance,Senior,11,Night,Permanent,Central India,Field,Active
TECH-0673,Maintenance Technician,Heavy Equipment,Industrial Safety,Junior,1,Night,Permanent,East India,Workshop,Active
TECH-0674,Field Service Technician,General Maintenance,Hydraulic Systems Level 2,Senior,9,Evening,Permanent,East India,Field,On Rotation
TECH-0675,Maintenance Technician,Hydraulics,OEM-Equivalent Service Training,Intermediate,4,Evening,Permanent,North India,Workshop,Active
TECH-0676,Senior Technician,Heavy Equipment,OEM-Equivalent Service Training,Junior,1,Day,Permanent,Central India,Field,Active
TECH-0677,Maintenance Technician,Hydraulics,Industrial Safety,Senior,10,Day,Contract,East India,Workshop,Active
TECH-0678,Diagnostic Technician,Heavy Equipment,Heavy Equipment Maintenance,Lead,19,Night,Service Partner,South India,Workshop,Active
TECH-0679,Field Service Technician,Powertrain,Heavy Equipment Maintenance,Intermediate,8,Evening,Permanent,North India,Workshop,Active
TECH-0680,Hydraulic Technician,Hydraulics,Fluid Power Technician,Senior,11,Day,Permanent,North India,Workshop,On Rotation
TECH-0681,Maintenance Technician,Hydraulics,Heavy Equipment Maintenance,Senior,12,Day,Permanent,East India,Workshop,On Rotation
TECH-0682,Maintenance Technician,Heavy Equipment,Heavy Equipment Maintenance,Junior,2,Evening,Permanent,South India,Field,Active
TECH-0683,Senior Technician,General Maintenance,OEM-Equivalent Service Training,Lead,18,Evening,Permanent,West India,Field,Active
TECH-0684,Senior Technician,Heavy Equipment,Heavy Equipment Maintenance,Lead,20,Night,Permanent,East India,Workshop,Active
TECH-0685,Maintenance Technician,Heavy Equipment,Fluid Power Technician,Lead,20,Day,Permanent,Central India,Workshop,On Rotation
TECH-0686,Senior Technician,Hydraulics,Hydraulic Systems Level 1,Intermediate,4,Night,Contract,South India,Workshop,Active
TECH-0687,Field Service Technician,Hydraulics,Industrial Safety,Lead,18,Day,Permanent,South India,Field,On Rotation
TECH-0688,Hydraulic Technician,Heavy Equipment,Hydraulic Systems Level 2,Senior,13,Evening,Permanent,East India,Field,Active
