service_id,maintenance_id,equipment_id,technician_id,service_date,service_type,service_shift,meter_reading_hours,inspection_finding,diagnostic_method,root_cause_confirmed,repair_or_service_action,part_replaced,test_after_service,service_duration_hours,downtime_hours,service_cost,next_service_due,service_status,technician_notes
SR-00477,MR-00477,EQ-0109,TECH-0221,2023-05-31,Corrective,Evening,9751,Boom Cylinder: Valve sticking; observed symptom: arm movement slow after hydraulic oil warms.,Pressure and flow measurement,worn pump components,inspected valve spool movement and cleaned the valve assembly,No replacement part,Functional test passed,5.04,3.51,39908.13,2023-11-26,Closed - Monitor,"Technician checked Boom Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00478,MR-00478,EQ-0141,TECH-0406,2025-12-11,Preventive,Evening,9444,Main Control Valve: Oil contamination; observed symptom: travel function loses power on incline.,Operational test under load,damaged cylinder seal,inspected suction line for air ingress and corrected the connection,Hydraulic hose,Operational test passed,15.61,4.48,63676.55,2026-04-27,Closed - Monitor,"Technician checked Main Control Valve, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00479,MR-00479,EQ-0097,TECH-0569,2024-08-11,Preventive,Night,9250,Travel Motor: Accumulator pressure loss; observed symptom: bucket cylinder leaking externally.,Operational test under load,blocked cooler core,replaced restricted hydraulic filter and checked contamination source,No replacement part,Leak test passed,14.62,1.09,40253.18,2025-01-10,Closed - Monitor,"Technician checked Travel Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00480,MR-00480,EQ-0178,TECH-0148,2025-04-07,Corrective,Day,11868,Hydraulic Cooler: Cooler restriction; observed symptom: visible oil leak near hydraulic line.,Filter inspection and fluid condition check,loss of accumulator pre-charge,checked accumulator pre-charge and restored it to service specification,Pilot filter,Leak test passed,9.04,3.86,60070.51,2025-09-19,Closed,"Technician checked Hydraulic Cooler, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00481,MR-00481,EQ-0072,TECH-0490,2025-06-27,Corrective,Day,11339,Travel Motor: Hose failure; observed symptom: filter restriction indicator activated.,Temperature and pressure checks,internal cylinder leakage,checked accumulator pre-charge and restored it to service specification,Valve O-rings,Test passed; monitor during next shift,5.61,6.92,13833.8,2025-12-20,Closed,"Technician checked Travel Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00482,MR-00482,EQ-0201,TECH-0152,2026-03-11,Inspection,Day,4386,Swing Motor: Oil contamination; observed symptom: filter restriction indicator activated.,Pressure and flow measurement,damaged hydraulic hose,checked accumulator pre-charge and restored it to service specification,Pilot filter,Test passed; monitor during next shift,9.87,5.46,69571.03,2026-09-25,Closed,"Technician checked Swing Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00483,MR-00483,EQ-0199,TECH-0758,2026-08-07,Inspection,Evening,6274,Arm Cylinder: Overheating; observed symptom: arm movement slow after hydraulic oil warms.,Visual inspection and pressure test,worn pump components,inspected suction line for air ingress and corrected the connection,Hydraulic hose,Pressure test passed,5.69,6.04,62057.77,2027-03-01,Closed,"Technician checked Arm Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00484,MR-00484,EQ-0103,TECH-0254,2026-07-13,Corrective,Day,5005,Travel Motor: Low pilot pressure; observed symptom: pump noise increases during operation.,Leak inspection and functional test,worn pump components,tested pilot pressure and inspected pilot circuit,Cooler gasket set,Leak test passed,14.79,7.29,60312.9,2026-10-15,Closed - Monitor,"Technician checked Travel Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00485,MR-00485,EQ-0157,TECH-0586,2026-05-18,Corrective,Night,7291,Pilot Valve: Cylinder seal wear; observed symptom: pump noise increases during operation.,Temperature and pressure checks,worn pump components,cleaned cooler and verified hydraulic oil temperature,Hydraulic filter,Functional test passed,10.05,0.49,31235.01,2026-07-05,Closed,"Technician checked Pilot Valve, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00486,MR-00486,EQ-0057,TECH-0558,2022-01-05,Corrective,Day,18074,Hydraulic Pump: Internal leakage; observed symptom: hydraulic oil appears contaminated.,Operational test under load,internal cylinder leakage,inspected suction line for air ingress and corrected the connection,Hydraulic line fittings,Test passed; monitor during next shift,10.07,6.91,14072.35,2022-05-12,Closed - Monitor,"Technician checked Hydraulic Pump, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00487,MR-00487,EQ-0081,TECH-0632,2022-12-13,Condition-Based,Night,13772,Bucket Cylinder: Hose failure; observed symptom: filter restriction indicator activated.,Pressure and flow measurement,high oil temperature,inspected suction line for air ingress and corrected the connection,Hydraulic line fittings,Operational test passed,11.24,6.5,49561.28,2023-02-15,Closed,"Technician checked Bucket Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00488,MR-00488,EQ-0179,TECH-0998,2022-06-20,Corrective,Evening,10008,Hydraulic Hose: Overheating; observed symptom: bucket cylinder leaking externally.,Visual inspection and pressure test,blocked cooler core,inspected valve spool movement and cleaned the valve assembly,Pump seal kit,Leak test passed,9.88,4.95,15659.01,2022-10-02,Follow-up Required,"Technician checked Hydraulic Hose, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00489,MR-00489,EQ-0181,TECH-0657,2023-01-09,Corrective,Evening,8866,Pilot Valve: Cylinder seal wear; observed symptom: hydraulic flow is low at operating temperature.,Operational test under load,contaminated hydraulic oil,cleaned cooler and verified hydraulic oil temperature,Return filter element,Leak test passed,6.42,6.52,17854.93,2023-07-23,Closed,"Technician checked Pilot Valve, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00490,MR-00490,EQ-0021,TECH-0337,2024-09-10,Preventive,Night,17997,Hydraulic Line: Overheating; observed symptom: visible oil leak near hydraulic line.,Leak inspection and functional test,restricted hydraulic line,inspected valve spool movement and cleaned the valve assembly,Hydraulic hose,Pressure test passed,10.45,0.25,22886.09,2024-12-31,Closed,"Technician checked Hydraulic Line, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00491,MR-00491,EQ-0207,TECH-0078,2026-08-22,Corrective,Day,8939,Accumulator: Internal leakage; observed symptom: travel function loses power on incline.,Leak inspection and functional test,worn pump components,tested pilot pressure and inspected pilot circuit,Cylinder seal kit,Operational test passed,9.9,5.94,35055.88,2027-03-04,Closed - Monitor,"Technician checked Accumulator, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00492,MR-00492,EQ-0003,TECH-0893,2025-06-30,Preventive,Night,11924,Engine Cooling System: Internal leakage; observed symptom: travel function loses power on incline.,Operational test under load,contaminated hydraulic oil,inspected hydraulic circuit and isolated the affected component,Cylinder seal kit,Functional test passed,2.97,7.21,10417.18,2025-12-16,Follow-up Required,"Technician checked Engine Cooling System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00493,MR-00493,EQ-0091,TECH-0573,2025-01-11,Condition-Based,Evening,12470,Hydraulic Filter: Low pilot pressure; observed symptom: pilot pressure below expected range.,Pressure and flow measurement,air entering suction line,inspected hydraulic circuit and isolated the affected component,No replacement part,Functional test passed,5.97,2.48,11303.8,2025-07-08,Closed - Monitor,"Technician checked Hydraulic Filter, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00494,MR-00494,EQ-0148,TECH-0082,2025-04-17,Corrective,Day,14644,Hydraulic Cooler: Overheating; observed symptom: hydraulic flow is low at operating temperature.,Temperature and pressure checks,internal cylinder leakage,tested pilot pressure and inspected pilot circuit,Hydraulic line fittings,Leak test passed,6.96,0.25,9578.32,2025-08-21,Closed - Monitor,"Technician checked Hydraulic Cooler, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00495,MR-00495,EQ-0162,TECH-0738,2023-03-24,Corrective,Day,6479,Engine Cooling System: Low pilot pressure; observed symptom: hydraulic flow is low at operating temperature.,Filter inspection and fluid condition check,loss of accumulator pre-charge,checked pump output and inspected for internal leakage,Cylinder seal kit,Operational test passed,14.45,9.41,75199.99,2023-09-18,Closed,"Technician checked Engine Cooling System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00496,MR-00496,EQ-0091,TECH-0053,2025-08-03,Corrective,Evening,6175,Pilot Valve: Restricted flow; observed symptom: boom movement slow under load.,Pressure and flow measurement,worn pump components,checked pressure and flow at operating temperature,Return filter element,Test passed; monitor during next shift,7.05,2.75,65732.97,2026-01-13,Closed,"Technician checked Pilot Valve, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00497,MR-00497,EQ-0193,TECH-0443,2025-05-05,Preventive,Evening,15246,Hydraulic Line: External leakage; observed symptom: pilot pressure below expected range.,Leak inspection and functional test,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Pump seal kit,Test passed; monitor during next shift,14.13,3.6,58002.49,2025-11-13,Closed,"Technician checked Hydraulic Line, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00498,MR-00498,EQ-0170,TECH-0904,2024-11-10,Corrective,Day,5599,Accumulator: External leakage; observed symptom: arm movement slow after hydraulic oil warms.,Leak inspection and functional test,internal cylinder leakage,replaced damaged seal kit and performed leak test,Hydraulic hose,Operational test passed,11.89,5.67,65215.28,2025-03-31,Closed,"Technician checked Accumulator, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00499,MR-00499,EQ-0149,TECH-0264,2026-08-14,Preventive,Night,6013,Boom Cylinder: Filter blockage; observed symptom: hydraulic oil appears contaminated.,Operational test under load,restricted hydraulic line,replaced restricted hydraulic filter and checked contamination source,Pump seal kit,Pressure test passed,12.45,2.85,15714.62,2027-02-15,Closed,"Technician checked Boom Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00500,MR-00500,EQ-0079,TECH-0517,2025-09-17,Corrective,Night,13243,Arm Cylinder: Valve sticking; observed symptom: boom movement slow under load.,Leak inspection and functional test,damaged cylinder seal,cleaned cooler and verified hydraulic oil temperature,Hydraulic filter,Operational test passed,12.75,2.84,63440.57,2026-01-09,Closed,"Technician checked Arm Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00501,MR-00501,EQ-0095,TECH-0816,2023-02-12,Preventive,Day,6451,Travel Motor: Filter blockage; observed symptom: swing movement is slow.,Visual inspection and pressure test,damaged cylinder seal,inspected suction line for air ingress and corrected the connection,Hydraulic line fittings,Leak test passed,10.53,0.25,23822.53,2023-04-26,Closed,"Technician checked Travel Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00502,MR-00502,EQ-0223,TECH-0911,2025-08-07,Corrective,Night,7440,Fuel System: Restricted flow; observed symptom: visible oil leak near hydraulic line.,Pressure and flow measurement,internal cylinder leakage,checked pump output and inspected for internal leakage,Cooler gasket set,Operational test passed,15.52,5.37,53720.92,2026-02-25,Closed,"Technician checked Fuel System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00503,MR-00503,EQ-0154,TECH-0089,2022-05-18,Corrective,Day,12283,Pilot Valve: Cylinder seal wear; observed symptom: hydraulic oil appears contaminated.,Visual inspection and pressure test,sticking spool valve,replaced restricted hydraulic filter and checked contamination source,Hydraulic oil,Operational test passed,15.17,4.1,22505.59,2022-08-04,Closed,"Technician checked Pilot Valve, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00504,MR-00504,EQ-0140,TECH-0930,2026-08-01,Condition-Based,Night,6063,Fuel System: External leakage; observed symptom: visible oil leak near hydraulic line.,Filter inspection and fluid condition check,sticking spool valve,cleaned cooler and verified hydraulic oil temperature,Cooler gasket set,Functional test passed,9.91,4.61,12242.29,2027-02-22,Closed,"Technician checked Fuel System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00505,MR-00505,EQ-0104,TECH-0022,2025-03-16,Inspection,Day,2326,Swing Motor: Filter blockage; observed symptom: swing movement is slow.,Operational test under load,worn pump components,inspected hydraulic circuit and isolated the affected component,Valve O-rings,Functional test passed,13.55,3.78,30321.47,2025-08-17,Closed,"Technician checked Swing Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00506,MR-00506,EQ-0188,TECH-0086,2023-04-03,Condition-Based,Day,17536,Hydraulic Hose: Internal leakage; observed symptom: visible oil leak near hydraulic line.,Filter inspection and fluid condition check,contaminated hydraulic oil,checked pressure and flow at operating temperature,Hydraulic filter,Functional test passed,4.25,0.25,18248.8,2023-06-15,Closed,"Technician checked Hydraulic Hose, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00507,MR-00507,EQ-0206,TECH-0778,2023-07-10,Inspection,Day,6577,Pilot Valve: Filter blockage; observed symptom: reduced digging force.,Operational test under load,damaged hydraulic hose,tested pilot pressure and inspected pilot circuit,Cooler gasket set,Pressure test passed,10.58,2.57,71745.67,2023-09-21,Closed,"Technician checked Pilot Valve, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00508,MR-00508,EQ-0033,TECH-0629,2025-06-15,Preventive,Evening,5108,Bucket Cylinder: Line restriction; observed symptom: reduced digging force.,Temperature and pressure checks,restricted hydraulic line,inspected valve spool movement and cleaned the valve assembly,Cooler gasket set,Test passed; monitor during next shift,14.29,0.25,26285.66,2025-12-28,Closed,"Technician checked Bucket Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00509,MR-00509,EQ-0082,TECH-0328,2024-11-06,Corrective,Day,8592,Accumulator: Oil contamination; observed symptom: pump noise increases during operation.,Operational test under load,sticking spool valve,tested pilot pressure and inspected pilot circuit,Hydraulic line fittings,Functional test passed,2.95,7.68,37179.85,2025-05-16,Closed,"Technician checked Accumulator, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00510,MR-00510,EQ-0045,TECH-0835,2022-12-28,Corrective,Evening,17044,Hydraulic Hose: Restricted flow; observed symptom: filter restriction indicator activated.,Operational test under load,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Cooler gasket set,Operational test passed,10.59,10.65,43194.77,2023-02-25,Closed,"Technician checked Hydraulic Hose, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00511,MR-00511,EQ-0111,TECH-0653,2023-09-03,Corrective,Evening,12675,Hydraulic Filter: Pump wear; observed symptom: bucket will not open normally.,Visual inspection and pressure test,restricted return filter,replaced damaged seal kit and performed leak test,Return filter element,Test passed; monitor during next shift,9.87,10.32,36719.88,2023-10-10,Closed,"Technician checked Hydraulic Filter, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00512,MR-00512,EQ-0239,TECH-0265,2024-03-15,Inspection,Evening,12574,Pilot Valve: Accumulator pressure loss; observed symptom: bucket will not open normally.,Filter inspection and fluid condition check,low pilot supply pressure,replaced damaged hose and pressure-tested the circuit,Pump seal kit,Functional test passed,1.59,8.49,8327.5,2024-07-09,Closed,"Technician checked Pilot Valve, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00513,MR-00513,EQ-0077,TECH-0461,2026-01-03,Preventive,Night,16232,Hydraulic Tank: Overheating; observed symptom: reduced digging force.,Pressure and flow measurement,damaged cylinder seal,checked accumulator pre-charge and restored it to service specification,Pilot filter,Test passed; monitor during next shift,12.76,8.68,55847.8,2026-07-02,Closed,"Technician checked Hydraulic Tank, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00514,MR-00514,EQ-0141,TECH-0163,2025-05-19,Corrective,Night,5821,Travel Motor: Valve sticking; observed symptom: hydraulic oil appears contaminated.,Filter inspection and fluid condition check,damaged hydraulic hose,checked pressure and flow at operating temperature,Hydraulic line fittings,Leak test passed,13.45,1.17,49895.65,2025-07-20,Closed,"Technician checked Travel Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00515,MR-00515,EQ-0146,TECH-0200,2026-08-11,Corrective,Evening,11847,Hydraulic Tank: Internal leakage; observed symptom: travel function loses power on incline.,Temperature and pressure checks,sticking spool valve,tested pilot pressure and inspected pilot circuit,Pump seal kit,Test passed; monitor during next shift,14.73,2.33,49905.71,2027-03-03,Closed,"Technician checked Hydraulic Tank, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00516,MR-00516,EQ-0009,TECH-0554,2024-11-06,Corrective,Evening,8940,Fuel System: Line restriction; observed symptom: bucket will not open normally.,Temperature and pressure checks,contaminated hydraulic oil,checked pump output and inspected for internal leakage,No replacement part,Operational test passed,15.23,0.25,57438.87,2024-12-26,Closed,"Technician checked Fuel System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00517,MR-00517,EQ-0065,TECH-0275,2022-09-04,Inspection,Day,14710,Boom Cylinder: Air ingress; observed symptom: travel function loses power on incline.,Operational test under load,low pilot supply pressure,"drained contaminated oil, flushed circuit and refilled with filtered oil",Pump seal kit,Test passed; monitor during next shift,9.06,0.93,59359.99,2022-12-19,Closed,"Technician checked Boom Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00518,MR-00518,EQ-0215,TECH-0144,2026-04-26,Inspection,Night,11334,Main Control Valve: Cylinder seal wear; observed symptom: hydraulic oil temperature rises during continuous operation.,Temperature and pressure checks,loss of accumulator pre-charge,checked accumulator pre-charge and restored it to service specification,Pump seal kit,Pressure test passed,7.2,4.61,40654.37,2026-05-31,Closed - Monitor,"Technician checked Main Control Valve, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00519,MR-00519,EQ-0188,TECH-0077,2024-02-08,Corrective,Day,6800,Engine Cooling System: Cooler restriction; observed symptom: filter restriction indicator activated.,Visual inspection and pressure test,restricted return filter,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic oil,Test passed; monitor during next shift,13.43,6.55,58024.59,2024-08-10,Closed,"Technician checked Engine Cooling System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00520,MR-00520,EQ-0134,TECH-0689,2023-12-08,Condition-Based,Day,8859,Hydraulic Tank: Air ingress; observed symptom: travel function loses power on incline.,Temperature and pressure checks,low pilot supply pressure,checked pressure and flow at operating temperature,Cylinder seal kit,Leak test passed,12.4,4.35,63770.98,2024-04-16,Closed,"Technician checked Hydraulic Tank, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00521,MR-00521,EQ-0041,TECH-0822,2025-03-06,Corrective,Evening,14027,Engine Cooling System: Cylinder seal wear; observed symptom: hydraulic oil temperature rises during continuous operation.,Pressure and flow measurement,worn pump components,inspected hydraulic circuit and isolated the affected component,Accumulator charging kit,Operational test passed,8.64,4.9,41422.5,2025-06-30,Closed,"Technician checked Engine Cooling System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00522,MR-00522,EQ-0210,TECH-0196,2026-05-22,Corrective,Evening,9869,Boom Cylinder: Valve sticking; observed symptom: hydraulic response is jerky.,Visual inspection and pressure test,low pilot supply pressure,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cylinder seal kit,Functional test passed,6.55,3.49,37410.24,2026-10-04,Closed,"Technician checked Boom Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00523,MR-00523,EQ-0016,TECH-0894,2024-10-03,Corrective,Day,11703,Fuel System: Valve sticking; observed symptom: swing movement is slow.,Leak inspection and functional test,low pilot supply pressure,replaced damaged hose and pressure-tested the circuit,No replacement part,Pressure test passed,5.75,2.72,6034.99,2025-04-09,Closed,"Technician checked Fuel System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00524,MR-00524,EQ-0148,TECH-0084,2023-02-24,Corrective,Day,16616,Arm Cylinder: Air ingress; observed symptom: bucket will not open normally.,Temperature and pressure checks,degraded hydraulic fluid,tested pilot pressure and inspected pilot circuit,Return filter element,Pressure test passed,4.96,1.61,43982.13,2023-07-27,Closed,"Technician checked Arm Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00525,MR-00525,EQ-0149,TECH-0238,2024-09-02,Corrective,Day,1850,Main Control Valve: Pump wear; observed symptom: bucket cylinder leaking externally.,Filter inspection and fluid condition check,sticking spool valve,inspected suction line for air ingress and corrected the connection,Cylinder seal kit,Pressure test passed,9.02,2.76,45454.52,2025-03-26,Closed,"Technician checked Main Control Valve, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00526,MR-00526,EQ-0101,TECH-0274,2025-07-26,Corrective,Night,3716,Fuel System: Cylinder seal wear; observed symptom: pilot pressure below expected range.,Filter inspection and fluid condition check,restricted return filter,checked pressure and flow at operating temperature,Accumulator charging kit,Leak test passed,12.67,7.04,48983.13,2025-09-13,Follow-up Required,"Technician checked Fuel System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00527,MR-00527,EQ-0110,TECH-0358,2022-05-04,Condition-Based,Evening,2472,Accumulator: Restricted flow; observed symptom: hydraulic oil temperature rises during continuous operation.,Leak inspection and functional test,internal cylinder leakage,checked accumulator pre-charge and restored it to service specification,Pump seal kit,Operational test passed,9.93,6.04,31226.84,2022-11-11,Closed,"Technician checked Accumulator, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00528,MR-00528,EQ-0155,TECH-0307,2023-03-17,Corrective,Evening,11768,Boom Cylinder: Internal leakage; observed symptom: hydraulic response is jerky.,Operational test under load,high oil temperature,replaced damaged hose and pressure-tested the circuit,Accumulator charging kit,Leak test passed,4.14,3.58,20216.23,2023-04-21,Closed,"Technician checked Boom Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00529,MR-00529,EQ-0042,TECH-0384,2024-06-25,Corrective,Evening,8727,Hydraulic Pump: Low pilot pressure; observed symptom: boom movement slow under load.,Visual inspection and pressure test,damaged cylinder seal,inspected hydraulic circuit and isolated the affected component,Accumulator charging kit,Functional test passed,5.31,0.71,56696.52,2024-10-27,Closed,"Technician checked Hydraulic Pump, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00530,MR-00530,EQ-0126,TECH-0754,2026-04-07,Preventive,Day,3349,Swing Motor: Internal leakage; observed symptom: bucket will not open normally.,Filter inspection and fluid condition check,worn pump components,inspected valve spool movement and cleaned the valve assembly,Hydraulic hose,Operational test passed,0.95,9.88,53504.5,2026-07-25,Closed,"Technician checked Swing Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00531,MR-00531,EQ-0013,TECH-0324,2025-02-17,Corrective,Night,5723,Engine Cooling System: Pump wear; observed symptom: arm movement slow after hydraulic oil warms.,Temperature and pressure checks,blocked cooler core,checked accumulator pre-charge and restored it to service specification,Hydraulic hose,Functional test passed,2.78,6.78,65705.96,2025-09-10,Closed - Monitor,"Technician checked Engine Cooling System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00532,MR-00532,EQ-0085,TECH-0404,2024-01-05,Inspection,Day,16275,Engine Cooling System: Low pilot pressure; observed symptom: swing movement is slow.,Pressure and flow measurement,damaged hydraulic hose,checked pump output and inspected for internal leakage,Cooler gasket set,Test passed; monitor during next shift,9.38,3.9,43703.24,2024-04-09,Closed,"Technician checked Engine Cooling System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00533,MR-00533,EQ-0194,TECH-0862,2025-01-19,Corrective,Night,4252,Hydraulic Line: Accumulator pressure loss; observed symptom: filter restriction indicator activated.,Visual inspection and pressure test,high oil temperature,checked pressure and flow at operating temperature,Pump seal kit,Test passed; monitor during next shift,3.52,6.21,53655.32,2025-08-15,Closed - Monitor,"Technician checked Hydraulic Line, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00534,MR-00534,EQ-0073,TECH-0232,2025-10-03,Corrective,Evening,6408,Pilot Valve: Accumulator pressure loss; observed symptom: arm movement slow after hydraulic oil warms.,Pressure and flow measurement,damaged cylinder seal,replaced restricted hydraulic filter and checked contamination source,Cooler gasket set,Operational test passed,7.34,6.79,14705.55,2026-04-22,Closed,"Technician checked Pilot Valve, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00535,MR-00535,EQ-0231,TECH-0894,2022-06-27,Corrective,Day,14432,Swing Motor: Oil contamination; observed symptom: reduced digging force.,Filter inspection and fluid condition check,high oil temperature,tested pilot pressure and inspected pilot circuit,Hydraulic filter,Pressure test passed,10.97,1.66,52740.5,2022-09-05,Closed - Monitor,"Technician checked Swing Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00536,MR-00536,EQ-0142,TECH-0851,2025-12-09,Corrective,Night,12579,Hydraulic Cooler: Pump wear; observed symptom: bucket cylinder leaking externally.,Visual inspection and pressure test,degraded hydraulic fluid,replaced damaged seal kit and performed leak test,No replacement part,Leak test passed,12.95,1.44,60124.4,2026-03-19,Closed - Monitor,"Technician checked Hydraulic Cooler, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00537,MR-00537,EQ-0104,TECH-0094,2026-05-21,Inspection,Evening,11223,Hydraulic Line: Oil contamination; observed symptom: bucket will not open normally.,Visual inspection and pressure test,loss of accumulator pre-charge,inspected suction line for air ingress and corrected the connection,Return filter element,Pressure test passed,13.84,9.85,65739.72,2026-12-01,Follow-up Required,"Technician checked Hydraulic Line, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00538,MR-00538,EQ-0071,TECH-0686,2025-01-02,Inspection,Night,17920,Hydraulic Hose: Accumulator pressure loss; observed symptom: bucket cylinder leaking externally.,Leak inspection and functional test,loss of accumulator pre-charge,inspected valve spool movement and cleaned the valve assembly,Hydraulic hose,Operational test passed,1.06,4.96,12211.43,2025-04-23,Closed,"Technician checked Hydraulic Hose, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00539,MR-00539,EQ-0163,TECH-0716,2023-10-16,Corrective,Day,7108,Swing Motor: Cylinder seal wear; observed symptom: filter restriction indicator activated.,Pressure and flow measurement,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Pump seal kit,Functional test passed,13.39,5.08,57632.81,2024-02-04,Closed,"Technician checked Swing Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00540,MR-00540,EQ-0153,TECH-0667,2025-04-25,Preventive,Evening,5196,Swing Motor: Hose failure; observed symptom: hydraulic flow is low at operating temperature.,Pressure and flow measurement,restricted return filter,inspected suction line for air ingress and corrected the connection,Return filter element,Leak test passed,6.7,0.25,6468.2,2025-09-15,Closed,"Technician checked Swing Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00541,MR-00541,EQ-0213,TECH-0465,2024-06-25,Condition-Based,Evening,10656,Fuel System: Accumulator pressure loss; observed symptom: travel function loses power on incline.,Filter inspection and fluid condition check,restricted return filter,"drained contaminated oil, flushed circuit and refilled with filtered oil",Pump seal kit,Pressure test passed,1.75,1.76,29963.89,2024-08-17,Closed - Monitor,"Technician checked Fuel System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00542,MR-00542,EQ-0035,TECH-0573,2022-11-11,Corrective,Evening,13410,Hydraulic Cooler: Hose failure; observed symptom: hydraulic flow is low at operating temperature.,Temperature and pressure checks,damaged hydraulic hose,checked accumulator pre-charge and restored it to service specification,Accumulator charging kit,Pressure test passed,12.88,4.52,47035.66,2022-12-21,Closed,"Technician checked Hydraulic Cooler, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00543,MR-00543,EQ-0094,TECH-0413,2022-11-10,Corrective,Evening,17678,Hydraulic Tank: Hose failure; observed symptom: visible oil leak near hydraulic line.,Operational test under load,degraded hydraulic fluid,replaced damaged hose and pressure-tested the circuit,Hydraulic filter,Test passed; monitor during next shift,15.41,2.25,68823.4,2023-01-06,Closed,"Technician checked Hydraulic Tank, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00544,MR-00544,EQ-0052,TECH-0794,2024-12-05,Corrective,Day,3583,Swing Motor: Internal leakage; observed symptom: reduced digging force.,Leak inspection and functional test,degraded hydraulic fluid,cleaned cooler and verified hydraulic oil temperature,Hydraulic hose,Functional test passed,6.34,4.71,16357.2,2025-05-17,Closed,"Technician checked Swing Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
