maintenance_id,service_id,equipment_id,equipment_type,equipment_model_class,site_id,maintenance_date,maintenance_type,priority,operating_hours,component,failure_mode,reported_symptom,probable_cause,work_performed,parts_materials,technician_id,labor_hours,downtime_hours,material_cost,labor_cost,total_cost,status
MR-00503,SR-00503,EQ-0131,Wheel Loader,35T Class Dozer,SITE-04,2024-05-15,Condition-Based,Critical,15188,Pilot System,Pilot pressure drop,hydraulic oil temperature rises during continuous operation,damaged cylinder seal,inspected hydraulic circuit and isolated affected component,Hydraulic oil,TECH-0917,2.42,9.36,27186.93,9193.12,36380.05,Follow-up Required
MR-00504,SR-00504,EQ-0205,Backhoe Loader,25T Class Dozer,SITE-01,2024-05-15,Preventive,Medium,10851,Bucket Cylinder,Pilot pressure drop,travel function loses power on incline,loss of accumulator pre-charge,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic filter,TECH-0946,5.7,1.0,8176.66,12373.05,20549.71,Follow-up Required
MR-00505,SR-00505,EQ-0149,Motor Grader,35T Class Dozer,SITE-04,2024-05-15,Condition-Based,Low,9220,Boom Cylinder,Valve spool binding,travel function loses power on incline,contaminated hydraulic oil,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic filter,TECH-0132,9.4,5.76,50688.07,5614.36,56302.43,Follow-up Required
MR-00506,SR-00506,EQ-0176,Crawler Dozer,25T Class Dozer,SITE-06,2024-05-15,Corrective,Critical,16530,Hydraulic Line,Oil contamination,travel function loses power on incline,air entering suction line,tested pilot pressure and inspected pilot circuit,Hydraulic hose,TECH-0352,9.79,5.89,48477.75,964.82,49442.57,Closed
MR-00507,SR-00507,EQ-0100,Backhoe Loader,35T Class Dozer,SITE-01,2024-05-15,Preventive,Low,12194,Arm Cylinder,Line restriction,hydraulic flow is low at operating temperature,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cooler gasket set,TECH-0209,14.94,3.9,32059.93,8516.2,40576.13,Completed
MR-00508,SR-00508,EQ-0144,Hydraulic Excavator,30T Class Excavator,SITE-04,2024-05-15,Preventive,Low,7644,Swing Motor,Internal pump leakage,pump noise increases during operation,contaminated hydraulic oil,inspected hydraulic circuit and isolated affected component,Cylinder seal kit,TECH-0310,14.33,9.24,18786.02,11632.35,30418.37,Completed
MR-00509,SR-00509,EQ-0102,Backhoe Loader,30T Class Excavator,SITE-06,2024-05-15,Corrective,High,3798,Main Control Valve,Cylinder seal wear,pump noise increases during operation,blocked cooler core,inspected hydraulic circuit and isolated affected component,Hydraulic filter,TECH-0328,11.13,11.8,15241.97,2796.87,18038.84,Closed
MR-00510,SR-00510,EQ-0147,Crawler Dozer,30T Class Excavator,SITE-05,2024-05-15,Preventive,Low,3903,Oil Cooler,Pilot pressure drop,arm movement slow after hydraulic oil warms,loss of accumulator pre-charge,inspected hydraulic circuit and isolated affected component,Hydraulic hose,TECH-0105,4.03,10.07,56633.61,1988.17,58621.78,Follow-up Required
MR-00511,SR-00511,EQ-0204,Wheel Loader,45T Class Excavator,SITE-05,2024-05-15,Condition-Based,Medium,17332,Hydraulic Oil,Cylinder seal wear,pump noise increases during operation,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Cylinder seal kit,TECH-0109,4.85,3.68,37191.59,4124.19,41315.78,Closed
MR-00512,SR-00512,EQ-0114,Backhoe Loader,30T Class Excavator,SITE-03,2024-05-15,Condition-Based,Low,11541,Swing Motor,Accumulator pressure loss,arm movement slow after hydraulic oil warms,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cylinder seal kit,TECH-0241,11.52,0.34,39362.4,14586.06,53948.46,Completed - Monitor
MR-00513,SR-00513,EQ-0204,Crawler Dozer,30T Class Excavator,SITE-08,2024-05-15,Preventive,Critical,10516,Hydraulic Pump,Line restriction,travel function loses power on incline,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Hydraulic oil,TECH-0837,15.42,9.21,30552.58,9833.06,40385.64,Closed
MR-00514,SR-00514,EQ-0180,Wheel Loader,45T Class Excavator,SITE-07,2024-05-15,Preventive,Medium,9068,Arm Cylinder,Internal pump leakage,pump noise increases during operation,high oil temperature,replaced damaged hose and pressure-tested circuit,Return filter element,TECH-0648,11.16,10.31,10349.36,3496.53,13845.89,Follow-up Required
MR-00515,SR-00515,EQ-0102,Crawler Dozer,35T Class Dozer,SITE-04,2024-05-15,Condition-Based,High,13661,Main Control Valve,Filter blockage,travel function loses power on incline,blocked cooler core,tested pilot pressure and inspected pilot circuit,Valve O-rings,TECH-0282,3.84,6.67,2459.57,3783.5,6243.07,Follow-up Required
MR-00516,SR-00516,EQ-0200,Hydraulic Excavator,20T Class Excavator,SITE-07,2024-05-15,Condition-Based,Medium,7234,Pilot System,Pilot pressure drop,bucket cylinder leaking externally,blocked cooler core,tested pilot pressure and inspected pilot circuit,Valve O-rings,TECH-0198,14.01,1.77,60747.09,3432.24,64179.33,Completed - Monitor
MR-00517,SR-00517,EQ-0119,Wheel Loader,20T Class Excavator,SITE-05,2024-05-15,Preventive,Low,9722,Hydraulic Filter,Cylinder seal wear,arm movement slow after hydraulic oil warms,loss of accumulator pre-charge,replaced damaged hose and pressure-tested circuit,Cooler gasket set,TECH-0437,1.68,8.44,6175.31,3718.8,9894.11,Follow-up Required
MR-00518,SR-00518,EQ-0224,Motor Grader,25T Class Dozer,SITE-01,2024-05-15,Inspection,Critical,11625,Hydraulic Filter,Internal pump leakage,arm movement slow after hydraulic oil warms,contaminated hydraulic oil,replaced damaged hose and pressure-tested circuit,Cylinder seal kit,TECH-0437,10.98,1.98,27868.24,10804.06,38672.3,Closed
MR-00519,SR-00519,EQ-0240,Backhoe Loader,25T Class Dozer,SITE-01,2024-05-15,Preventive,Medium,16983,Hydraulic Pump,Pilot pressure drop,arm movement slow after hydraulic oil warms,loss of accumulator pre-charge,inspected hydraulic circuit and isolated affected component,Pump seal kit,TECH-0255,9.95,4.66,56908.81,13367.02,70275.83,Follow-up Required
MR-00520,SR-00520,EQ-0222,Hydraulic Excavator,30T Class Excavator,SITE-07,2024-05-15,Preventive,Low,8874,Hydraulic Line,Cooler restriction,pump noise increases during operation,air entering suction line,replaced damaged hose and pressure-tested circuit,Hydraulic oil,TECH-0441,12.7,11.54,63392.29,14137.81,77530.1,Closed
MR-00521,SR-00521,EQ-0240,Hydraulic Excavator,45T Class Excavator,SITE-07,2024-05-15,Preventive,High,9063,Travel Motor,Valve spool binding,hydraulic oil temperature rises during continuous operation,high oil temperature,replaced damaged hose and pressure-tested circuit,Hydraulic oil,TECH-0737,7.02,4.43,48746.31,8483.34,57229.65,Completed - Monitor
MR-00522,SR-00522,EQ-0111,Hydraulic Excavator,25T Class Dozer,SITE-08,2024-05-15,Preventive,Medium,10771,Main Control Valve,Accumulator pressure loss,hydraulic oil temperature rises during continuous operation,blocked cooler core,tested pilot pressure and inspected pilot circuit,Cooler gasket set,TECH-0951,5.16,2.89,10687.98,7062.39,17750.37,Follow-up Required
MR-00523,SR-00523,EQ-0149,Crawler Dozer,25T Class Dozer,SITE-06,2024-05-15,Inspection,Low,13217,Hydraulic Filter,Internal pump leakage,hydraulic flow is low at operating temperature,blocked cooler core,tested pilot pressure and inspected pilot circuit,Hydraulic filter,TECH-0616,7.35,6.52,10362.66,9754.74,20117.4,Closed
MR-00524,SR-00524,EQ-0169,Backhoe Loader,35T Class Dozer,SITE-02,2024-05-15,Condition-Based,Medium,12578,Bucket Cylinder,Filter blockage,hydraulic oil temperature rises during continuous operation,contaminated hydraulic oil,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cylinder seal kit,TECH-0570,8.05,3.69,52267.92,5086.03,57353.95,Follow-up Required
MR-00525,SR-00525,EQ-0195,Wheel Loader,20T Class Excavator,SITE-02,2024-05-15,Preventive,Medium,10723,Travel Motor,Air ingress,travel function loses power on incline,damaged cylinder seal,tested pilot pressure and inspected pilot circuit,Hydraulic oil,TECH-0959,3.67,1.15,19050.73,5085.96,24136.69,Follow-up Required
MR-00526,SR-00526,EQ-0179,Wheel Loader,35T Class Dozer,SITE-08,2024-05-15,Preventive,High,17756,Accumulator,Oil contamination,hydraulic flow is low at operating temperature,high oil temperature,tested pilot pressure and inspected pilot circuit,Hydraulic oil,TECH-0473,10.07,8.27,36705.74,1127.45,37833.19,Completed
MR-00527,SR-00527,EQ-0220,Motor Grader,25T Class Dozer,SITE-04,2024-05-15,Inspection,Low,18178,Oil Cooler,Cylinder seal wear,hydraulic oil temperature rises during continuous operation,air entering suction line,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cooler gasket set,TECH-0382,13.34,11.75,11324.62,2616.37,13940.99,Completed
MR-00528,SR-00528,EQ-0128,Crawler Dozer,30T Class Excavator,SITE-07,2024-05-15,Preventive,Low,17630,Main Control Valve,Cooler restriction,travel function loses power on incline,blocked cooler core,inspected hydraulic circuit and isolated affected component,Valve O-rings,TECH-0702,10.25,1.75,62909.81,13031.31,75941.12,Follow-up Required
MR-00529,SR-00529,EQ-0221,Hydraulic Excavator,35T Class Dozer,SITE-04,2024-05-15,Corrective,Low,2737,Travel Motor,Cylinder seal wear,hydraulic flow is low at operating temperature,contaminated hydraulic oil,tested pilot pressure and inspected pilot circuit,Cooler gasket set,TECH-0746,13.64,3.25,17088.69,10254.15,27342.84,Completed
MR-00530,SR-00530,EQ-0148,Wheel Loader,35T Class Dozer,SITE-08,2024-05-15,Inspection,High,10265,Hydraulic Filter,Cooler restriction,travel function loses power on incline,contaminated hydraulic oil,replaced damaged hose and pressure-tested circuit,Cooler gasket set,TECH-0986,2.61,7.31,9489.18,9278.53,18767.71,Completed
MR-00531,SR-00531,EQ-0234,Wheel Loader,30T Class Excavator,SITE-02,2024-05-15,Corrective,High,12393,Hydraulic Pump,Internal pump leakage,hydraulic flow is low at operating temperature,loss of accumulator pre-charge,replaced damaged hose and pressure-tested circuit,Cylinder seal kit,TECH-0747,3.83,0.67,1895.02,3397.64,5292.66,Completed
MR-00532,SR-00532,EQ-0146,Hydraulic Excavator,25T Class Dozer,SITE-01,2024-05-15,Inspection,Low,9067,Hydraulic Line,Line restriction,bucket cylinder leaking externally,blocked cooler core,replaced damaged hose and pressure-tested circuit,Cylinder seal kit,TECH-0685,15.61,6.06,3384.25,11014.81,14399.06,Follow-up Required
MR-00533,SR-00533,EQ-0161,Backhoe Loader,35T Class Dozer,SITE-04,2024-05-15,Corrective,Medium,18487,Main Control Valve,Pilot pressure drop,arm movement slow after hydraulic oil warms,blocked cooler core,inspected hydraulic circuit and isolated affected component,Cylinder seal kit,TECH-0961,4.49,8.78,48503.97,1963.59,50467.56,Completed
MR-00534,SR-00534,EQ-0227,Crawler Dozer,35T Class Dozer,SITE-08,2024-05-15,Inspection,Low,17902,Oil Cooler,Oil contamination,bucket cylinder leaking externally,high oil temperature,tested pilot pressure and inspected pilot circuit,Hydraulic oil,TECH-0569,15.61,0.76,56515.62,3241.0,59756.62,Completed - Monitor
MR-00535,SR-00535,EQ-0235,Crawler Dozer,45T Class Excavator,SITE-05,2024-05-15,Preventive,Low,12643,Hydraulic Oil,Internal pump leakage,hydraulic oil temperature rises during continuous operation,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cooler gasket set,TECH-0606,15.96,2.03,44412.19,6539.71,50951.9,Closed
MR-00536,SR-00536,EQ-0215,Wheel Loader,30T Class Excavator,SITE-04,2024-05-15,Condition-Based,Low,15419,Travel Motor,Cooler restriction,arm movement slow after hydraulic oil warms,blocked cooler core,"drained contaminated oil, flushed circuit and refilled with filtered oil",Valve O-rings,TECH-0287,14.93,2.33,42687.26,6135.46,48822.72,Completed - Monitor
MR-00537,SR-00537,EQ-0233,Motor Grader,35T Class Dozer,SITE-04,2024-05-15,Condition-Based,Low,10473,Hydraulic Filter,Cooler restriction,travel function loses power on incline,contaminated hydraulic oil,inspected hydraulic circuit and isolated affected component,Valve O-rings,TECH-0911,3.98,7.26,48267.29,4078.98,52346.27,Follow-up Required
MR-00538,SR-00538,EQ-0211,Crawler Dozer,45T Class Excavator,SITE-07,2024-05-15,Preventive,Medium,18490,Hydraulic Filter,Oil contamination,hydraulic flow is low at operating temperature,high oil temperature,tested pilot pressure and inspected pilot circuit,Cylinder seal kit,TECH-0123,15.76,4.71,45769.43,7432.92,53202.35,Follow-up Required
MR-00539,SR-00539,EQ-0232,Wheel Loader,35T Class Dozer,SITE-04,2024-05-15,Condition-Based,Critical,5666,Accumulator,Internal pump leakage,pump noise increases during operation,contaminated hydraulic oil,inspected hydraulic circuit and isolated affected component,Cooler gasket set,TECH-0417,1.39,3.9,19322.29,7378.91,26701.2,Closed
MR-00540,SR-00540,EQ-0202,Wheel Loader,25T Class Dozer,SITE-06,2024-05-15,Corrective,Critical,7860,Hydraulic Filter,Pilot pressure drop,arm movement slow after hydraulic oil warms,high oil temperature,replaced damaged hose and pressure-tested circuit,Hydraulic filter,TECH-0985,12.47,1.07,35382.04,2155.32,37537.36,Completed
MR-00541,SR-00541,EQ-0209,Wheel Loader,35T Class Dozer,SITE-02,2024-05-15,Corrective,High,17927,Arm Cylinder,Line restriction,hydraulic flow is low at operating temperature,air entering suction line,replaced damaged hose and pressure-tested circuit,Valve O-rings,TECH-0668,8.95,4.27,62469.2,11919.07,74388.27,Completed - Monitor
MR-00542,SR-00542,EQ-0154,Hydraulic Excavator,35T Class Dozer,SITE-01,2024-05-15,Preventive,Low,2414,Swing Motor,Cylinder seal wear,pump noise increases during operation,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic hose,TECH-0763,15.37,1.76,20065.53,7495.07,27560.6,Closed
MR-00543,SR-00543,EQ-0232,Crawler Dozer,30T Class Excavator,SITE-02,2024-05-15,Inspection,Medium,1854,Travel Motor,Oil contamination,arm movement slow after hydraulic oil warms,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Return filter element,TECH-0912,10.03,8.24,39317.22,10784.97,50102.19,Completed - Monitor
MR-00544,SR-00544,EQ-0213,Wheel Loader,25T Class Dozer,SITE-08,2024-05-15,Preventive,High,11020,Hydraulic Oil,Oil contamination,arm movement slow after hydraulic oil warms,air entering suction line,inspected hydraulic circuit and isolated affected component,Pump seal kit,TECH-0906,3.47,2.65,25871.04,7764.83,33635.87,Completed
MR-00545,SR-00545,EQ-0130,Motor Grader,35T Class Dozer,SITE-02,2024-05-15,Condition-Based,Medium,9755,Boom Cylinder,Internal pump leakage,hydraulic flow is low at operating temperature,blocked cooler core,replaced damaged hose and pressure-tested circuit,Cylinder seal kit,TECH-0926,11.44,0.48,30612.68,2587.43,33200.11,Completed
MR-00546,SR-00546,EQ-0128,Crawler Dozer,35T Class Dozer,SITE-03,2024-05-15,Corrective,Medium,2531,Hydraulic Oil,Filter blockage,pump noise increases during operation,high oil temperature,inspected hydraulic circuit and isolated affected component,Return filter element,TECH-0442,5.3,7.74,39395.24,3097.17,42492.41,Completed
MR-00547,SR-00547,EQ-0134,Hydraulic Excavator,25T Class Dozer,SITE-08,2024-05-15,Condition-Based,Low,18007,Hydraulic Oil,Accumulator pressure loss,arm movement slow after hydraulic oil warms,air entering suction line,tested pilot pressure and inspected pilot circuit,Pump seal kit,TECH-0457,14.42,7.39,64455.33,1073.86,65529.19,Follow-up Required
MR-00548,SR-00548,EQ-0190,Motor Grader,20T Class Excavator,SITE-07,2024-05-15,Condition-Based,High,13521,Hydraulic Filter,Accumulator pressure loss,arm movement slow after hydraulic oil warms,contaminated hydraulic oil,inspected hydraulic circuit and isolated affected component,Hydraulic oil,TECH-0600,2.05,11.57,33210.53,14345.69,47556.22,Follow-up Required
MR-00549,SR-00549,EQ-0116,Hydraulic Excavator,25T Class Dozer,SITE-01,2024-05-15,Corrective,Medium,17022,Boom Cylinder,Cylinder seal wear,hydraulic flow is low at operating temperature,damaged cylinder seal,replaced damaged hose and pressure-tested circuit,Cooler gasket set,TECH-0109,15.17,11.11,62792.22,10478.42,73270.64,Closed
MR-00550,SR-00550,EQ-0100,Motor Grader,45T Class Excavator,SITE-01,2024-05-15,Corrective,Critical,9880,Main Control Valve,Accumulator pressure loss,hydraulic flow is low at operating temperature,loss of accumulator pre-charge,"drained contaminated oil, flushed circuit and refilled with filtered oil",Return filter element,TECH-0258,6.89,10.13,6009.79,9093.61,15103.4,Closed
MR-00551,SR-00551,EQ-0131,Wheel Loader,45T Class Excavator,SITE-02,2024-05-15,Condition-Based,Low,5234,Swing Motor,Oil contamination,hydraulic oil temperature rises during continuous operation,blocked cooler core,tested pilot pressure and inspected pilot circuit,Hydraulic filter,TECH-0380,1.1,2.03,17838.7,10057.16,27895.86,Completed - Monitor
MR-00552,SR-00552,EQ-0145,Hydraulic Excavator,25T Class Dozer,SITE-01,2024-05-15,Corrective,Medium,11012,Swing Motor,Accumulator pressure loss,pump noise increases during operation,air entering suction line,"drained contaminated oil, flushed circuit and refilled with filtered oil",Valve O-rings,TECH-0593,14.26,7.48,25968.13,4462.05,30430.18,Completed
MR-00553,SR-00553,EQ-0236,Wheel Loader,25T Class Dozer,SITE-02,2024-05-15,Corrective,Critical,6710,Main Control Valve,Internal pump leakage,hydraulic oil temperature rises during continuous operation,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic oil,TECH-0945,9.69,2.1,9433.06,7905.26,17338.32,Closed
MR-00554,SR-00554,EQ-0175,Motor Grader,35T Class Dozer,SITE-02,2024-05-15,Inspection,Critical,5599,Hydraulic Filter,Filter blockage,hydraulic flow is low at operating temperature,damaged cylinder seal,replaced damaged hose and pressure-tested circuit,Hydraulic filter,TECH-0636,3.79,4.76,45676.55,3233.11,48909.66,Completed
MR-00555,SR-00555,EQ-0131,Crawler Dozer,45T Class Excavator,SITE-05,2024-05-15,Corrective,Low,4873,Pilot System,Air ingress,hydraulic oil temperature rises during continuous operation,loss of accumulator pre-charge,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic filter,TECH-0684,2.32,6.9,39565.59,1952.09,41517.68,Follow-up Required
MR-00556,SR-00556,EQ-0142,Backhoe Loader,35T Class Dozer,SITE-06,2024-05-15,Preventive,Medium,18250,Main Control Valve,Cylinder seal wear,hydraulic oil temperature rises during continuous operation,loss of accumulator pre-charge,"drained contaminated oil, flushed circuit and refilled with filtered oil",Pump seal kit,TECH-0793,15.98,11.64,60185.64,3974.86,64160.5,Closed
MR-00557,SR-00557,EQ-0217,Motor Grader,35T Class Dozer,SITE-02,2024-05-15,Corrective,Medium,6445,Boom Cylinder,Cooler restriction,hydraulic oil temperature rises during continuous operation,air entering suction line,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic hose,TECH-0424,2.11,5.78,18976.04,3496.74,22472.78,Follow-up Required
MR-00558,SR-00558,EQ-0149,Wheel Loader,20T Class Excavator,SITE-03,2024-05-15,Preventive,Low,9703,Hydraulic Line,Accumulator pressure loss,bucket cylinder leaking externally,loss of accumulator pre-charge,inspected hydraulic circuit and isolated affected component,Hydraulic oil,TECH-0748,13.93,9.58,25450.1,14704.75,40154.85,Follow-up Required
MR-00559,SR-00559,EQ-0131,Hydraulic Excavator,25T Class Dozer,SITE-02,2024-05-15,Inspection,High,8583,Travel Motor,Line restriction,hydraulic flow is low at operating temperature,air entering suction line,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic filter,TECH-0788,15.27,5.69,33968.37,7881.43,41849.8,Follow-up Required
MR-00560,SR-00560,EQ-0198,Motor Grader,25T Class Dozer,SITE-06,2024-05-15,Corrective,Critical,4349,Pilot System,Pilot pressure drop,bucket cylinder leaking externally,damaged cylinder seal,inspected hydraulic circuit and isolated affected component,Pump seal kit,TECH-0266,11.5,7.42,57309.31,9160.94,66470.25,Completed - Monitor
MR-00561,SR-00561,EQ-0141,Wheel Loader,35T Class Dozer,SITE-06,2024-05-15,Preventive,Medium,7473,Accumulator,Accumulator pressure loss,pump noise increases during operation,high oil temperature,replaced damaged hose and pressure-tested circuit,Hydraulic oil,TECH-0332,9.43,9.01,43380.24,13718.52,57098.76,Follow-up Required
MR-00562,SR-00562,EQ-0195,Motor Grader,35T Class Dozer,SITE-01,2024-05-15,Condition-Based,Critical,5499,Hydraulic Oil,Pilot pressure drop,pump noise increases during operation,blocked cooler core,tested pilot pressure and inspected pilot circuit,Cylinder seal kit,TECH-0628,14.66,1.15,49072.23,7879.02,56951.25,Completed
MR-00563,SR-00563,EQ-0139,Motor Grader,35T Class Dozer,SITE-05,2024-05-15,Condition-Based,High,14207,Hydraulic Line,Air ingress,bucket cylinder leaking externally,high oil temperature,inspected hydraulic circuit and isolated affected component,Hydraulic filter,TECH-0427,2.86,6.75,14771.08,12595.66,27366.74,Follow-up Required
MR-00564,SR-00564,EQ-0213,Motor Grader,20T Class Excavator,SITE-04,2024-05-15,Preventive,Critical,10224,Arm Cylinder,Cylinder seal wear,hydraulic flow is low at operating temperature,contaminated hydraulic oil,replaced damaged hose and pressure-tested circuit,Cylinder seal kit,TECH-0538,10.47,5.43,52753.74,7989.5,60743.24,Follow-up Required
MR-00565,SR-00565,EQ-0104,Motor Grader,35T Class Dozer,SITE-05,2024-05-15,Condition-Based,High,12313,Hydraulic Filter,Cooler restriction,travel function loses power on incline,high oil temperature,tested pilot pressure and inspected pilot circuit,Cooler gasket set,TECH-0430,4.94,4.98,3434.63,800.2,4234.83,Follow-up Required
MR-00566,SR-00566,EQ-0215,Wheel Loader,20T Class Excavator,SITE-06,2024-05-15,Condition-Based,High,2811,Travel Motor,Filter blockage,hydraulic flow is low at operating temperature,damaged cylinder seal,replaced damaged hose and pressure-tested circuit,Hydraulic oil,TECH-0119,14.93,11.14,55839.48,3323.62,59163.1,Completed
MR-00567,SR-00567,EQ-0182,Hydraulic Excavator,35T Class Dozer,SITE-05,2024-05-15,Inspection,Low,4893,Swing Motor,Oil contamination,travel function loses power on incline,high oil temperature,inspected hydraulic circuit and isolated affected component,Return filter element,TECH-0832,8.22,9.2,3387.05,14345.97,17733.02,Completed
MR-00568,SR-00568,EQ-0174,Hydraulic Excavator,30T Class Excavator,SITE-03,2024-05-15,Inspection,Critical,14396,Travel Motor,Air ingress,pump noise increases during operation,contaminated hydraulic oil,tested pilot pressure and inspected pilot circuit,Valve O-rings,TECH-0243,4.69,0.8,17654.11,9099.45,26753.56,Completed
MR-00569,SR-00569,EQ-0228,Crawler Dozer,35T Class Dozer,SITE-04,2024-05-15,Condition-Based,Critical,18352,Oil Cooler,Oil contamination,bucket cylinder leaking externally,blocked cooler core,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cylinder seal kit,TECH-0425,10.85,4.36,12455.33,3523.1,15978.43,Closed
MR-00570,SR-00570,EQ-0121,Wheel Loader,35T Class Dozer,SITE-08,2024-05-15,Preventive,High,8927,Bucket Cylinder,Pilot pressure drop,pump noise increases during operation,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cylinder seal kit,TECH-0218,7.72,6.08,31536.35,2603.74,34140.09,Completed
MR-00571,SR-00571,EQ-0175,Hydraulic Excavator,35T Class Dozer,SITE-01,2024-05-15,Corrective,High,13209,Pilot System,Accumulator pressure loss,arm movement slow after hydraulic oil warms,air entering suction line,tested pilot pressure and inspected pilot circuit,Valve O-rings,TECH-0537,8.62,10.47,27013.32,910.25,27923.57,Completed - Monitor
MR-00572,SR-00572,EQ-0224,Wheel Loader,30T Class Excavator,SITE-05,2024-05-15,Corrective,Low,14993,Hydraulic Oil,Cooler restriction,arm movement slow after hydraulic oil warms,damaged cylinder seal,inspected hydraulic circuit and isolated affected component,Hydraulic hose,TECH-0444,3.91,8.28,57668.59,11042.66,68711.25,Completed - Monitor
MR-00573,SR-00573,EQ-0118,Backhoe Loader,45T Class Excavator,SITE-01,2024-05-15,Preventive,High,6768,Arm Cylinder,Pilot pressure drop,pump noise increases during operation,loss of accumulator pre-charge,"drained contaminated oil, flushed circuit and refilled with filtered oil",Valve O-rings,TECH-0104,2.17,11.31,23066.68,11704.73,34771.41,Closed
MR-00574,SR-00574,EQ-0177,Backhoe Loader,35T Class Dozer,SITE-05,2024-05-15,Condition-Based,High,3172,Accumulator,Air ingress,hydraulic oil temperature rises during continuous operation,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Valve O-rings,TECH-0898,2.87,3.79,11486.31,11975.21,23461.52,Completed
MR-00575,SR-00575,EQ-0100,Backhoe Loader,25T Class Dozer,SITE-08,2024-05-15,Condition-Based,Critical,15781,Hydraulic Oil,Cylinder seal wear,pump noise increases during operation,damaged cylinder seal,tested pilot pressure and inspected pilot circuit,Hydraulic hose,TECH-0689,13.18,4.97,47243.45,8349.03,55592.48,Completed
MR-00576,SR-00576,EQ-0166,Backhoe Loader,35T Class Dozer,SITE-04,2024-05-15,Corrective,High,10508,Hydraulic Oil,Cooler restriction,arm movement slow after hydraulic oil warms,damaged cylinder seal,replaced damaged hose and pressure-tested circuit,Hydraulic hose,TECH-0645,3.95,1.8,19793.68,11715.85,31509.53,Completed
MR-00577,SR-00577,EQ-0112,Hydraulic Excavator,45T Class Excavator,SITE-08,2024-05-15,Condition-Based,High,7408,Hydraulic Pump,Oil contamination,arm movement slow after hydraulic oil warms,loss of accumulator pre-charge,replaced damaged hose and pressure-tested circuit,Valve O-rings,TECH-0567,3.15,5.64,3503.11,1103.87,4606.98,Completed - Monitor
MR-00578,SR-00578,EQ-0209,Motor Grader,30T Class Excavator,SITE-07,2024-05-15,Inspection,High,8283,Bucket Cylinder,Cooler restriction,hydraulic flow is low at operating temperature,loss of accumulator pre-charge,inspected hydraulic circuit and isolated affected component,Pump seal kit,TECH-0432,10.21,1.85,19569.68,10997.6,30567.28,Follow-up Required
MR-00579,SR-00579,EQ-0119,Hydraulic Excavator,25T Class Dozer,SITE-06,2024-05-15,Condition-Based,Medium,13004,Main Control Valve,Accumulator pressure loss,arm movement slow after hydraulic oil warms,damaged cylinder seal,inspected hydraulic circuit and isolated affected component,Hydraulic hose,TECH-0696,12.54,10.46,41815.04,13666.01,55481.05,Closed
MR-00580,SR-00580,EQ-0199,Motor Grader,25T Class Dozer,SITE-03,2024-05-15,Preventive,High,16103,Hydraulic Line,Line restriction,travel function loses power on incline,air entering suction line,tested pilot pressure and inspected pilot circuit,Valve O-rings,TECH-0196,3.73,8.74,9754.48,11256.41,21010.89,Completed - Monitor
MR-00581,SR-00581,EQ-0138,Motor Grader,45T Class Excavator,SITE-06,2024-05-15,Preventive,Medium,17948,Hydraulic Filter,Valve spool binding,pump noise increases during operation,contaminated hydraulic oil,"drained contaminated oil, flushed circuit and refilled with filtered oil",Valve O-rings,TECH-0849,9.37,3.84,25447.62,830.84,26278.46,Completed
MR-00582,SR-00582,EQ-0210,Hydraulic Excavator,35T Class Dozer,SITE-03,2024-05-15,Inspection,High,15984,Bucket Cylinder,Valve spool binding,bucket cylinder leaking externally,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic oil,TECH-0743,11.83,11.14,35045.45,10898.35,45943.8,Completed
MR-00583,SR-00583,EQ-0158,Wheel Loader,20T Class Excavator,SITE-06,2024-05-15,Inspection,Medium,13184,Bucket Cylinder,Filter blockage,bucket cylinder leaking externally,damaged cylinder seal,inspected hydraulic circuit and isolated affected component,Return filter element,TECH-0753,9.26,7.34,15145.93,9698.9,24844.83,Follow-up Required
MR-00584,SR-00584,EQ-0139,Crawler Dozer,30T Class Excavator,SITE-06,2024-05-15,Condition-Based,High,5479,Bucket Cylinder,Cylinder seal wear,arm movement slow after hydraulic oil warms,contaminated hydraulic oil,tested pilot pressure and inspected pilot circuit,Return filter element,TECH-0803,2.12,6.97,59510.34,13682.48,73192.82,Follow-up Required
